"Project.Name","PlatformPortfolio","Action_Obligation_OMB24_GDP22","Action_Obligation_2023","rank_total","rank_2023","TopProject"
"UH-60 UTTAS BLACK HAWK","Aircraft",195231607.220945,0,191,273.5,NA
"UHF FOLLOW-ON","Space Systems",-777631.325521812,0,59,36.5,NA
"UNIVERSAL(FT)W/DOZER","Land Vehicles",374926796.39802,0,37,114,NA
"UTILITY 1 1/4 TN M561","Land Vehicles",-2152465.28441718,0,209,114,NA
"UTILITY 1 1/4 TON M715","Land Vehicles",325955.176913832,0,171,114,NA
"UTILITY 1/4 TON 4X4 ABT","Land Vehicles",82369.3787518869,0,189,114,NA
"UTILITY 1/4 TON 4X4 M151","Land Vehicles",12361434.5678086,0,87,114,NA
"UTILITY 1/4 TON M151","Land Vehicles",1725489.27726528,0,138,114,NA
"UUM-44 SUBROC","Ordnance and Missiles",1144571.43891348,0,238,185,NA
"V22","Aircraft",50969146366.8334,9582199516964.68,5,3,"V22"
"V22 VERTICAL LIFT AIRCRAF","Aircraft",11409296189.9989,11409296189.9989,24,47,NA
"VAN ELECTRONIC 6 TON M373","Electronics, Comms, & Sensors",665952.031158268,0,544,376.5,NA
"VAST","Electronics, Comms, & Sensors",126363.168630324,0,622,376.5,NA
"VEHICLES","Land Vehicles",3064743.91671241,0,126,114,NA
"VERDIN II ZLF-LF RADIO","Electronics, Comms, & Sensors",1663402.81518949,0,483,376.5,NA
"VH-3D EXECUTIVE HELICOPTE","Aircraft",274637654.604042,0,174,273.5,NA
"VH-71","Aircraft",2970669390.01169,0,75,273.5,NA
"VH-80N EXECUTIVE HELICOPT","Aircraft",5188733.31146948,0,319,273.5,NA
"VH-92A","Land Vehicles",1044801.03151851,0,150,114,NA
"VO-540","Aircraft",2260033.73526406,0,341,273.5,NA
"VOLCANO MINES","Ordnance and Missiles",5949846.63915,0,176,185,NA
"VSX ACFT REPLACE S-2E","Aircraft",602361933.424888,0,145,273.5,NA
"VTUAV","Aircraft",1108017728.26021,23268372293.4644,119,43,NA
"WALLEYE","Ordnance and Missiles",3790655.52186612,0,195,185,NA
"WAM (WWMCCS/WIS)","Electronics, Comms, & Sensors",122522.991011691,0,624,376.5,NA
"WAREHOUSING SYSTEM AUTOMA","Facilities and Construction",43374418.2479337,0,33,78,NA
"WATER PURIFICATION ROWPU","Other Products",68419342.8148656,0,5,31.5,"WATER PURIFICATION ROWPU"
"WCS","Electronics, Comms, & Sensors",7810022.19257118,46860133.1554271,357,43,NA
"WIDE AREA MUNITION (WAM)","Ordnance and Missiles",318482244.342461,0,71,185,NA
"WIDEBAND GAPFILLER","Space Systems",5128273531.37802,71795829439.2923,9,5,"WIDEBAND GAPFILLER"
"WIN-T","Electronics, Comms, & Sensors",2635976883.71811,7907930651.15433,13,12,NA
"WINDJAMMER","Electronics, Comms, & Sensors",20109661.2053701,0,289,376.5,NA
"WLR 14 SEASCOUT SYSTEM MI","Ordnance and Missiles",36534122.6970219,0,128,185,NA
"WRECKER 4X4 M553(GOER)","Land Vehicles",278881.025182736,0,173,114,NA
"WWMCCS (DSP) 12431F","Electronics, Comms, & Sensors",73962019.9905937,0,180,376.5,NA
"X-19","Aircraft",5902793.87774609,0,315,273.5,NA
"X-22","Aircraft",47835.1388748484,0,437,273.5,NA
"X-22","Electronics, Comms, & Sensors",2407736.660548,0,459,376.5,NA
"X-22","Other R&D and Knowledge Based",2561867.49924203,0,61,63,NA
"X-31","Aircraft",43689.8068639211,0,438,273.5,NA
"XAGM-22 (SS-11) MSL SYS","Ordnance and Missiles",163121.761791944,0,274,185,NA
"XM-1 FSED TANK PROGRAM","Land Vehicles",1733286393.20445,0,17,114,NA
"XM-723 IFV","Land Vehicles",642697.551118694,0,156,114,NA
"XM23 RANGE FINDER LASER","Electronics, Comms, & Sensors",39429838.3287595,0,225,376.5,NA
"XM454 PROJ","Ordnance and Missiles",-1028626.63906449,0,321,185,NA
"XMQR-13","Missile Defense",115144.773029608,0,75,48.5,NA
"XQM-94","Aircraft",-51815.1478633234,0,453.5,273.5,NA
"XV-6","Aircraft",13333710.8582738,0,285,273.5,NA
"XV-6","Electronics, Comms, & Sensors",4500956.21456917,0,410,376.5,NA
"YEH-60","Aircraft",11788769.779575,0,288,273.5,NA
"ZAGM-63","Ordnance and Missiles",2543531.92345589,0,212,185,NA
"ZAGM-86","Ordnance and Missiles",436007445.978108,0,64,185,NA
"ZBL","Aircraft",7358630050.2031,36793150251.0155,43,38,NA
"ZBL","Electronics, Comms, & Sensors",2023444017.98516,6070332053.95549,16,13,NA
"ZBL","Facilities and Construction",12191119.7280337,0,44,78,NA
"ZBL","Land Vehicles",407324322.244682,3258594577.95746,36,10,NA
"ZBL","Ordnance and Missiles",265275752.53517,1326378762.67585,76,26,NA
"ZBL","Other Products",296745.103494332,0,38,31.5,NA
"ZBL","Other R&D and Knowledge Based",391623182.122937,4307855003.3523,6,6,"ZBL"
"ZBL","Other Services",764973182.43002,764973182.43002,2,2,"ZBL"
"ZBL","Ships & Submarines",43234257.9382712,0,99,131,NA
"ZBL","Space Systems",346100540.568093,1384402162.27237,27,9,NA
"ZRGM-59","Ordnance and Missiles",49271435.8973512,0,119,185,NA
"ZUGM-73 POSEIDON","Ships & Submarines",79709766.4823839,0,82,131,NA
NA,"Aircraft",1108677923857.18,54219893866235312,1,1,NA
NA,"Electronics, Comms, & Sensors",1566471201998.21,166963899536181024,1,1,NA
NA,"Facilities and Construction",1610002044619.01,182889792260541664,1,1,NA
NA,"Land Vehicles",352534516397.429,8515118709063494,1,1,NA
NA,"Missile Defense",8518350173.77915,2180697644487.46,10,2,NA
NA,"Ordnance and Missiles",398225874264.445,3765623867044594,1,1,NA
NA,"Other Products",1008094138578,82150599446859856,1,1,NA
NA,"Other R&D and Knowledge Based",1169197219330.71,58109101800736472,1,1,NA
NA,"Other Services",842957960377.911,17090129688701770,1,1,NA
NA,"Ships & Submarines",460147188178.395,5892184744624344,1,1,NA
NA,"Space Systems",148133993745.906,41773786236345.6,1,1,NA
NA,"Unlabeled",515225369.072536,21124240131.974,1,1,NA
