Fiscal_Year,Customer,PlatformPortfolioRemote,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2019,Defense,Aircraft,M,PID,1,0,0,0,1,1,1,1,2,41395,2019-01-01,Medium Vendor,Other Than Small,Medium,46361.36918277304
2007,Defense,Aircraft,J,PID,1,1,1,1,1,1,2,2,333,1902068189,2007-01-01,Large: Big 5 JV,Other Than Small,Large,2588366620.077012
2009,Defense,Land Vehicles,S,PDuns-1,1,0,0,0,1,1,809,809,1509,12820337.8141,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,16917794.63400248
2010,Defense,Other Services,N,PDuns-2+,1,1,0,1,1,1,35,48,109,1269957.9016,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1661394.125136824
2016,Defense,Facilities and Construction,S,Duns,1,0,0,0,1,1,13,13,18,298583.5706,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,355192.0372783634
2020,Defense,Space Systems,S,PDuns-2+,1,0,1,1,1,1,6,6,22,3196973.5079,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3533393.663942017
2002,Defense,Ordnance and Missiles,M,PID,1,0,0,1,1,1,2,2,5,559065,2002-01-01,Medium Vendor,Other Than Small,Medium,868208.8475734474
2001,Defense,Other Services,S,PDuns-1,1,0,0,0,1,1,134,134,180,3505031,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5529106.276792897
2019,Defense,Facilities and Construction,S,PDuns-1,1,0,0,0,0,0,309,309,768,-1082558.2472,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-1212438.279026329
2009,Defense,Facilities and Construction,S,PID,1,0,1,1,1,1,58,58,940,173077158.4758,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,228393655.87620756
2011,Defense,Land Vehicles,S,PDuns-2+,1,0,0,1,1,1,75,80,299,11812349.3341,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,15147954.69412032
2006,Defense,Other Products,L,PID,1,0,1,1,1,1,41,41,97102,3376586142.5014,2006-01-01,Large Vendor,Other Than Small,Large,4720922534.771385
2002,Defense,"Electronics, Comms, & Sensors",B,PID,1,1,1,1,1,1,5,5,10482,8558547700.2789,2002-01-01,Big Five,Other Than Small,Large,13291132222.123587
2004,Defense,Facilities and Construction,N,PDuns-1,1,0,1,1,1,1,802,802,14536,2211036741.7961,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3288871448.3862896
2010,Defense,Aircraft,L,Duns,1,1,1,1,1,1,1,1,3,0,2010-01-01,Large Vendor,Other Than Small,Large,0
2008,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,1,0,0,1,1,7,7,11,141579.1103,2008-01-01,Medium Vendor,Other Than Small,Medium,188727.18696637003
2010,Defense,Other Products,J,PID,1,0,1,1,1,1,1,1,1,3624,2010-01-01,Large: Big 5 JV,Other Than Small,Large,4741.017243099336
2011,Defense,Facilities and Construction,S,PID,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2005,Defense,Aircraft,N,PDuns-2+,1,1,0,0,1,1,1,1,1,53,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,76.51369942490845
2015,Defense,Ordnance and Missiles,N,PDuns-2+,1,0,0,0,1,1,3,3,2,28139.2,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,33751.49497945313
2021,Defense,Other Services,U,Name,1,1,0,0,0,0,1,1,1,556.92,2021-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,595.5076473652385
2011,Defense,Other Services,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,3,3,0,0,2011-01-01,Medium Vendor,Other Than Small,Medium,0
2000,Defense,Unlabeled,N,Duns,1,0,1,1,1,1,2,2,2,15266,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,24665.734939776165
2002,Defense,Space Systems,M,PDuns-2+,1,1,1,1,1,1,2,2,2,5207065,2002-01-01,Medium Vendor,Other Than Small,Medium,8086394.073837628
2007,Defense,Land Vehicles,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,5,5,0,0,2007-01-01,Medium Vendor,Other Than Small,Medium,0
2012,Defense,Other Products,M,PID,1,1,0,1,1,1,1,1,6,146935,2012-01-01,Medium Vendor,Other Than Small,Medium,185035.24546469527
2002,Defense,Remotely Operated,N,PID,1,0,1,1,1,1,2,2,2,322843,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,501364.15081815975
2020,Defense,Other Services,S,PDuns-2+,1,0,0,0,1,0,9,9,16,48838.24,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,53977.52823026437
2002,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,1,0,1,1,1,28,31,67,3352775,2002-01-01,Medium Vendor,Other Than Small,Medium,5206745.045608409
2010,Defense,Facilities and Construction,M,PID,1,1,0,0,1,1,4,4,7,106004.6997,2010-01-01,Medium Vendor,Other Than Small,Medium,138678.2861830207
2011,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2020,Defense,Ships & Submarines,S,PID,1,0,0,1,1,1,5,5,22,414829.86,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,458482.74792266503
2013,Defense,Land Vehicles,M,PDuns-2+,1,0,0,0,1,0,6,6,7,4050.73,2013-01-01,Medium Vendor,Other Than Small,Medium,5009.41204628522
2016,Defense,Other Services,M,PDuns-1,1,0,0,0,1,1,126,126,229,1919203.911,2016-01-01,Medium Vendor,Other Than Small,Medium,2283065.8288761615
2015,Defense,Missile Defense,S,PDuns-1,1,0,1,1,1,1,181,181,826,189549123.1367,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,227354234.58762413
2000,Defense,Unlabeled,M,PDuns-2+,1,1,1,1,1,1,1,1,1,2118,2000-01-01,Medium Vendor,Other Than Small,Medium,3422.1162454111045
2012,Defense,Ships & Submarines,M,PDuns-1,1,0,0,1,1,1,38,38,136,3931061.3142,2012-01-01,Medium Vendor,Other Than Small,Medium,4950385.512027526
2021,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,1,0,0,0,1,0,15,15,57,-269818.6609,2021-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-288513.746979455
2021,Defense,"Electronics, Comms, & Sensors",N,PDuns-2+,1,0,1,1,1,1,441,722,12871,1645855568.4014,2021-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1759892942.3286922
2005,Defense,Facilities and Construction,S,PDuns-2+,1,0,0,0,1,1,203,228,566,4234767,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,6113541.308915496
2001,Defense,Facilities and Construction,M,PID,1,1,0,1,1,1,6,6,54,3878391,2001-01-01,Medium Vendor,Other Than Small,Medium,6118073.141708897
2004,Defense,Other Products,M,PDuns-1,1,0,0,0,0,0,55,55,113,109823.75,2004-01-01,Medium Vendor,Other Than Small,Medium,163360.55792374662
2005,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,0,1,1,1,1,264,264,2006,602295678.625,2005-01-01,Medium Vendor,Other Than Small,Medium,869506990.928953
2020,Defense,Ships & Submarines,L,PID,1,1,1,1,1,1,40,40,7881,12702753038.3208,2020-01-01,Large Vendor,Other Than Small,Large,14039474205.62325
2009,Defense,Ordnance and Missiles,B,PID,1,1,1,1,1,1,5,5,4506,9560817099.9651,2009-01-01,Big Five,Other Than Small,Large,12616511559.67013
2016,Defense,Facilities and Construction,M,PDuns-1,1,1,0,0,1,1,259,259,2030,5559010.1172,2016-01-01,Medium Vendor,Other Than Small,Medium,6612942.98548154
2006,Defense,"Electronics, Comms, & Sensors",S,PID,1,0,1,1,1,1,69,69,1053,278669093.1512,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,389616952.1762055
2013,Defense,Ordnance and Missiles,S,PDuns-1,1,0,1,1,1,1,389,389,1969,295159398.2453,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,365014465.32953376
2001,Defense,Other Products,N,PDuns-1,1,0,1,1,1,1,116,116,1150,221195646,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,348931074.98845506
2016,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,1,1,1,1,1,240,240,3085,756939857.6285,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,900448104.3213209
2007,Defense,Land Vehicles,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,7,7,0,0,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,Space Systems,M,PDuns-1,1,1,0,0,1,1,1,1,1,15012.3799,2012-01-01,Medium Vendor,Other Than Small,Medium,18905.09000446291
2005,Defense,Other R&D and Knowledge Based,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,3,3,0,0,2005-01-01,Medium Vendor,Other Than Small,Medium,0
2014,Defense,Other Products,S,Duns,1,0,0,1,1,1,1,1,1,41977.65,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,50927.220285114985
2017,Defense,Space Systems,N,PDuns-1,1,1,1,1,1,1,1,1,1,4000,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4674.895593978922
2003,Defense,Unlabeled,N,PDuns-1,1,1,1,1,1,1,3,3,3,15070.8198,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,22965.492961274915
2003,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,0,0,0,1,0,10,12,15,46266,2003-01-01,Medium Vendor,Other Than Small,Medium,70501.90443829374
2000,Defense,Space Systems,S,PDuns-2+,1,0,1,1,1,1,7,7,15,4815610,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,7780725.784968918
2006,Defense,Other R&D and Knowledge Based,J,PID,1,1,1,1,1,1,1,1,3,63668,2006-01-01,Large: Big 5 JV,Other Than Small,Large,89016.44538562218
2010,Defense,Other Services,S,PDuns-2+,1,1,1,1,1,1,1,1,1,0,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2015,Defense,Ships & Submarines,M,PID,1,1,0,1,1,1,3,3,11,327652.2304,2015-01-01,Medium Vendor,Other Than Small,Medium,393001.670600167
2021,Defense,Remotely Operated,N,PDuns-2+,1,1,0,1,1,1,1,2,2,160250.0469,2021-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,171353.3872362065
2004,Defense,Ordnance and Missiles,M,PDuns-2+,1,1,0,1,1,1,7,8,21,1333907,2004-01-01,Medium Vendor,Other Than Small,Medium,1984159.0888891616
2002,Defense,Aircraft,N,PDuns-1,1,1,1,1,1,1,13,13,92,35618182,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,55313819.943801366
2016,Defense,Aircraft,M,PID,1,1,0,1,1,1,3,3,40,481613.2412,2016-01-01,Medium Vendor,Other Than Small,Medium,572922.3077422192
2008,Defense,Other Services,S,PDuns-2+,1,0,0,0,1,0,29,31,51,189440.4706,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,252527.13509899296
2012,Defense,Other Services,N,PDuns-2+,1,1,0,0,1,0,1,1,2,-9878.67,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-12440.209128626408
2017,Defense,Aircraft,M,PDuns-1,1,1,0,0,1,1,6,6,9,66109.4995,2017-01-01,Medium Vendor,Other Than Small,Medium,77263.75198317545
2013,Defense,Aircraft,M,PDuns-1,1,0,0,1,1,1,30,30,61,1245241.8281,2013-01-01,Medium Vendor,Other Than Small,Medium,1539951.9134137228
2002,Defense,Ships & Submarines,N,PID,1,0,0,1,1,1,12,12,69,4409160,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6847274.864938677
2011,Defense,Space Systems,S,PDuns-2+,1,0,1,1,1,1,13,15,112,12707096.935,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,16295363.709698567
2020,Defense,Other R&D and Knowledge Based,L,PID,1,0,1,1,1,1,31,31,2427,1363061123.0729,2020-01-01,Large Vendor,Other Than Small,Large,1506497168.0028462
2018,Defense,Aircraft,S,PDuns-1,1,0,0,0,0,0,270,270,585,-617500.2366,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-705130.6201216961
2010,Defense,Other Products,S,PDuns-1,1,0,0,0,1,0,1111,1111,2322,7205044.391,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,9425838.767943475
2017,Defense,Land Vehicles,M,PDuns-2+,1,0,0,1,1,1,14,14,47,3134853.9683,2017-01-01,Medium Vendor,Other Than Small,Medium,3663778.751043252
2001,Defense,Land Vehicles,L,PID,1,0,1,1,1,1,8,8,43,37531213,2001-01-01,Large Vendor,Other Than Small,Large,59204630.53649202
2005,Defense,Ships & Submarines,S,PDuns-1,1,0,0,1,1,1,970,970,6678,149356791.2407,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,215619634.56716454
2007,Defense,Facilities and Construction,M,PID,1,0,1,1,1,1,118,118,2536,2792357809.9637,2007-01-01,Medium Vendor,Other Than Small,Medium,3799887821.2779937
2007,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,1,1,1,1,1,123,123,705,120355088.7091,2007-01-01,Medium Vendor,Other Than Small,Medium,163781244.00199518
2010,Defense,Other Products,M,PDuns-1,1,0,1,1,1,1,67,67,224,102783179.859,2010-01-01,Medium Vendor,Other Than Small,Medium,134463804.63910028
2011,Defense,Aircraft,N,PDuns-1,1,0,1,1,1,1,347,347,6297,607960781.9724,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,779638505.4863051
2018,Defense,Aircraft,J,PID,1,0,1,1,1,1,4,4,5528,2686035370.7255,2018-01-01,Large: Big 5 JV,Other Than Small,Large,3067214673.563547
2015,Defense,Other Products,B,PID,1,1,1,1,1,1,5,5,3933,293474648.8794,2015-01-01,Big Five,Other Than Small,Large,352007453.5967561
2003,Defense,Missile Defense,L,PID,1,1,0,1,1,1,1,1,1,166468,2003-01-01,Large Vendor,Other Than Small,Large,253670.3200629811
2010,Defense,Land Vehicles,L,PID,1,1,0,0,1,1,1,1,1,0,2010-01-01,Large Vendor,Other Than Small,Large,0
2005,Defense,Other Services,L,PID,1,1,0,1,1,1,1,1,1,7500,2005-01-01,Large Vendor,Other Than Small,Large,10827.410295977612
2003,Defense,Aircraft,S,PDuns-2+,1,0,0,0,1,0,1,1,2,5925,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,9028.742138868509
2020,Defense,Land Vehicles,M,PDuns-2+,1,0,0,0,1,1,5,5,8,86213.5801,2020-01-01,Medium Vendor,Other Than Small,Medium,95285.9061604167
2008,Defense,"Electronics, Comms, & Sensors",M,PID,1,0,0,0,1,0,1,1,1,7560,2008-01-01,Medium Vendor,Other Than Small,Medium,10077.599233689756
2012,Defense,Other Services,S,Duns,1,0,0,0,1,0,1,1,1,5058.6899,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,6370.408189854526
2012,Defense,Other Services,M,PDuns-2+,1,0,0,0,0,0,5,5,12,20174.72,2012-01-01,Medium Vendor,Other Than Small,Medium,25406.02489115253
2015,Defense,Ships & Submarines,S,PID,1,0,0,1,1,1,1,1,3,166103.0566,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,199231.90712268717
2016,Defense,Land Vehicles,M,PID,1,1,0,1,1,1,2,2,9,529743.5156,2016-01-01,Medium Vendor,Other Than Small,Medium,630177.6020792435
2006,Defense,Missile Defense,N,Duns,1,1,1,1,1,1,1,1,10,1125723,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1573912.4827046357
2014,Defense,Other Services,S,PDuns-1,1,1,0,0,1,0,5,5,7,4005,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4858.859827596007
2004,Defense,Ordnance and Missiles,M,PDuns-1,1,0,0,0,0,0,2,2,3,-3757,2004-01-01,Medium Vendor,Other Than Small,Medium,-5588.459837872191
2006,Defense,Facilities and Construction,N,PDuns-1,1,1,0,0,1,0,26,26,58,206672.6997,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,288956.2902171286
2003,Defense,Space Systems,S,PID,1,0,0,1,1,1,7,7,7,1112861,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1695820.2540765144
2021,Defense,Facilities and Construction,M,PDuns-2+,1,0,0,0,1,0,13,13,19,60033.1603,2021-01-01,Medium Vendor,Other Than Small,Medium,64192.71359289169
2011,Defense,Ships & Submarines,S,PDuns-2+,1,0,0,0,0,0,9,9,20,8971.76,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,11505.231530377494
2012,Defense,Other Services,N,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,2,3,0,0,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2009,Defense,Space Systems,S,PDuns-2+,1,0,1,1,1,1,7,8,42,7570061.889,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,9989499.049232459
2008,Defense,Space Systems,N,PDuns-2+,1,1,0,1,1,1,1,1,1,9356,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,12471.6955595769
2001,Defense,Land Vehicles,N,PDuns-1,1,1,0,1,1,1,11,11,33,4464088,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,7041996.770058767
2017,Defense,Other Products,S,PDuns-1,1,1,0,0,1,1,17,17,274,444836.2411,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,519890.7458901339
2000,Defense,Facilities and Construction,M,PDuns-2+,1,0,0,0,0,0,1,1,2,-4245,2000-01-01,Medium Vendor,Other Than Small,Medium,-6858.774061270131
2003,Defense,Other Products,N,PDuns-1,1,0,0,0,0,0,4,4,11,6601,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,10058.85685378414
2010,Defense,Land Vehicles,N,PDuns-1,1,0,0,0,1,0,18,18,25,73658.2398,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,96361.75082454355
2014,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,1,0,1,1,1,269,269,777,24766538.9442,2014-01-01,Medium Vendor,Other Than Small,Medium,30046726.87754442
2011,Defense,Aircraft,M,PID,1,0,1,1,1,1,39,39,750,310904195.5324,2011-01-01,Medium Vendor,Other Than Small,Medium,398698221.23708373
2013,Defense,Space Systems,N,PID,1,1,1,1,1,1,16,16,132,55442908.15,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,68564523.42360389
2004,Defense,Facilities and Construction,S,PID,1,0,0,0,0,0,2,2,4,1992,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2963.058822741923
2003,Defense,Other Products,L,PID,1,1,0,1,1,1,2,2,14,1025301,2003-01-01,Large Vendor,Other Than Small,Large,1562392.9694048981
2013,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,1,1,1,1,1,7,13,90,31374371.49,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,38799711.283307835
2021,Defense,Aircraft,S,PDuns-1,1,0,0,1,1,1,1255,1255,11198,156698873.3162,2021-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,167556161.37562633
2021,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,0,1,1,1,1,179,214,1567,620720120.5109,2021-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,663728324.782219
2021,Defense,Aircraft,M,PID,1,1,1,1,1,1,15,15,1224,635512518.6291,2021-01-01,Medium Vendor,Other Than Small,Medium,679545652.5891918
2011,Defense,Ordnance and Missiles,M,PDuns-1,1,1,1,1,1,1,26,26,136,35116632.3385,2011-01-01,Medium Vendor,Other Than Small,Medium,45032968.51694474
2006,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,0,0,1,1,1,327,327,1156,38590386.0641,2006-01-01,Medium Vendor,Other Than Small,Medium,53954561.058695614
2004,Defense,Aircraft,N,PDuns-1,1,0,1,1,1,1,157,157,2044,336630327,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,500730652.8212091
2001,Defense,Other Services,N,PID,1,0,1,1,1,1,78,78,1336,500137735.3496,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,788955844.2657021
2003,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,0,0,0,0,0,39,39,69,45111,2003-01-01,Medium Vendor,Other Than Small,Medium,68741.87116059026
2002,Defense,Other R&D and Knowledge Based,N,PDuns-2+,1,1,1,1,1,1,66,123,974,280361464.1602,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,435391776.81044537
2000,Defense,Aircraft,N,PDuns-1,1,0,1,1,1,1,179,179,1454,443201933,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,716094681.2638829
2005,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,0,1,1,1,1,604,604,5686,1056684052.7261,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1525486905.6109233
2012,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2014,Defense,Space Systems,M,PDuns-1,1,0,0,0,1,1,1,1,1,22683,2014-01-01,Medium Vendor,Other Than Small,Medium,27518.98064153813
2014,Defense,Other Products,M,Duns,1,1,0,1,1,1,1,1,1,10986.1,2014-01-01,Medium Vendor,Other Than Small,Medium,13328.319588502494
2020,Defense,Facilities and Construction,J,PID,1,0,0,1,1,1,1,1,3,55653,2020-01-01,Large: Big 5 JV,Other Than Small,Large,61509.411039359795
2012,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,2,2,0,0,2012-01-01,Medium Vendor,Other Than Small,Medium,0
2013,Defense,Facilities and Construction,N,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,2,2,0,0,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2007,Defense,Facilities and Construction,U,Name,1,1,0,0,0,0,1,1,1,-2079,2007-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,-2829.1384264037592
2015,Defense,Missile Defense,M,PDuns-1,1,1,0,1,1,1,1,1,1,-0.48,2015-01-01,Medium Vendor,Other Than Small,Medium,-0.5757348321962779
2010,Defense,Facilities and Construction,S,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2013,Defense,Ordnance and Missiles,N,PDuns-2+,1,1,0,1,1,1,12,12,25,502508,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,621436.0445042482
2006,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,1,0,0,1,0,11,11,18,52903.78,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,73966.61498810974
2016,Defense,Ordnance and Missiles,N,PDuns-1,1,1,0,0,1,0,2,2,2,12040.25,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,14322.961301075738
2010,Defense,Facilities and Construction,S,PID,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2003,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,0,0,0,0,0,3,3,9,3162,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4818.376817401219
