Fiscal_Year,Customer,PlatformPortfolio,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2011,Defense,Land Vehicles,M,PDuns-1,1,0,0,0,1,1,51,51,69,712540.5321,2011-01-01,Medium Vendor,Other Than Small,Medium,913749.7878441773
2012,Defense,Other Products,S,PDuns-2+,1,0,0,0,1,0,35,39,76,216183.2396,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,272239.5535763367
2007,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,1,1,1,1,1,23,27,226,30716540.4401,2007-01-01,Medium Vendor,Other Than Small,Medium,41799588.689404495
2010,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,0,0,0,0,0,306,306,498,-288718.8938,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-377710.059027143
2017,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,0,0,0,1,0,47,47,54,72399.7989,2017-01-01,Medium Vendor,Other Than Small,Medium,84615.3752206425
2020,Defense,Other R&D and Knowledge Based,N,PID,1,0,1,1,1,1,88,88,3253,1889791911.8067,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2088656271.5788167
2017,Defense,Other Services,M,PDuns-2+,1,1,1,1,1,1,97,111,844599,189699783.1763,2017-01-01,Medium Vendor,Other Than Small,Medium,221706670.13741043
2006,Defense,Ordnance and Missiles,N,PDuns-2+,1,0,1,1,1,1,119,145,536,235310800.3203,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,328996214.82312983
2010,Defense,Land Vehicles,M,PDuns-1,1,0,0,0,1,0,31,31,40,160874.1104,2010-01-01,Medium Vendor,Other Than Small,Medium,210459.97002612206
2016,Defense,Land Vehicles,M,PDuns-1,1,1,0,0,1,1,48,48,125,1116395.9806,2016-01-01,Medium Vendor,Other Than Small,Medium,1328053.5227101014
2012,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,0,0,0,1,1,347,347,609,6404620.842,2012-01-01,Medium Vendor,Other Than Small,Medium,8065339.024791733
2009,Defense,Facilities and Construction,M,PDuns-1,1,0,1,1,1,1,664,664,8677,5228389975.3229,2009-01-01,Medium Vendor,Other Than Small,Medium,6899414754.243712
2004,Defense,Facilities and Construction,S,PDuns-1,1,0,0,0,1,1,5906,5906,13600,112012400.0716,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,166616129.6629781
2006,Defense,Other Products,M,PDuns-1,1,0,0,1,1,1,131,131,2970,61307552.1875,2006-01-01,Medium Vendor,Other Than Small,Medium,85716221.19470966
2017,Defense,Other Services,N,PDuns-1,1,0,1,1,1,1,327,327,4093,506621715.0634,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,592100905.8909833
2004,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,1,0,0,1,1,1,840,840,5194,180830177.6437,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,268981151.24756753
2006,Defense,"Electronics, Comms, & Sensors",N,PID,1,0,0,1,1,1,85,85,1039,29558512.9318,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,41326785.07372277
2014,Defense,Facilities and Construction,S,PID,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2016,Defense,Missile Defense,M,PID,1,1,1,1,1,1,1,1,6,5059371,2016-01-01,Medium Vendor,Other Than Small,Medium,6018577.275453986
2019,Defense,Ships & Submarines,S,PID,1,0,0,0,1,1,1,1,2,13567,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,15194.702154914408
2000,Defense,Other R&D and Knowledge Based,N,PID,1,1,0,1,1,1,1,1,1,48646,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,78598.8040010711
2004,Defense,Aircraft,M,PID,1,0,0,0,1,0,2,2,1,2500,2004-01-01,Medium Vendor,Other Than Small,Medium,3718.6983217142606
2015,Defense,Land Vehicles,M,Duns,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2015-01-01,Medium Vendor,Other Than Small,Medium,0
2011,Defense,Facilities and Construction,J,PID,1,0,1,1,1,1,2,2,22,25362209,2011-01-01,Large: Big 5 JV,Other Than Small,Large,32524062.911493827
2011,Defense,Missile Defense,N,PDuns-1,1,1,0,0,1,1,1,1,1,5665,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,7264.699080179196
2000,Defense,Aircraft,M,PID,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2000-01-01,Medium Vendor,Other Than Small,Medium,0
2002,Defense,Ships & Submarines,L,PID,1,1,0,1,1,1,2,2,2,71482,2002-01-01,Large Vendor,Other Than Small,Large,111009.10420477971
2010,Defense,Other Services,N,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,0,0,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2007,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,2,2,0,0,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2018,Defense,Other R&D and Knowledge Based,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,5,5,0,0,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2020,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,1,1,0,0,1,0,2,2,3,2222.5,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2456.3755059920786
2010,Defense,Other Products,M,PDuns-2+,1,0,0,0,1,0,12,12,17,62449.9593,2010-01-01,Medium Vendor,Other Than Small,Medium,81698.76762476594
2011,Defense,Ships & Submarines,S,PDuns-2+,1,1,0,0,1,1,1,1,19,25843.0497,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,33140.68479869643
2000,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,0,0,0,1,0,7,7,7,-198599,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-320882.3721541076
2012,Defense,Ordnance and Missiles,N,PDuns-1,1,0,0,0,1,0,6,6,7,32722.25,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,41207.12941713768
2010,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,4,4,0,0,2010-01-01,Medium Vendor,Other Than Small,Medium,0
2010,Defense,Other R&D and Knowledge Based,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,45,45,0,0,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2000,Defense,Facilities and Construction,M,PDuns-1,1,1,0,0,0,0,17,17,27,-1041586,2000-01-01,Medium Vendor,Other Than Small,Medium,-1682921.7996188719
2016,Defense,Other R&D and Knowledge Based,S,PID,1,0,0,0,1,1,1,1,1,-2501,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-2975.1646530587336
2008,Defense,Other R&D and Knowledge Based,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,11,11,1,1072,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1428.9929072110342
2016,Defense,"Electronics, Comms, & Sensors",S,Duns,1,0,0,1,1,1,7,7,9,396957.1322,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,472216.2449024402
2016,Defense,Facilities and Construction,N,PDuns-1,1,1,0,0,0,0,9,9,176,49222.7699,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,58554.916086414785
2016,Defense,Space Systems,S,PID,1,0,1,1,1,1,9,9,26,4453711.8672,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5298091.212395703
2008,Defense,Other R&D and Knowledge Based,M,PID,1,0,0,1,1,1,19,19,276,4005568.9133,2008-01-01,Medium Vendor,Other Than Small,Medium,5339486.5358682
2019,Defense,Other R&D and Knowledge Based,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,NA,0,2019-01-01,Medium Vendor,Other Than Small,Medium,0
2004,Defense,Ordnance and Missiles,M,PDuns-2+,1,1,1,1,1,1,7,9,44,54611539,2004-01-01,Medium Vendor,Other Than Small,Medium,81233535.37021315
2009,Defense,Other Services,M,PDuns-2+,1,0,1,1,1,1,51,58,1695,110238167.6985,2009-01-01,Medium Vendor,Other Than Small,Medium,145470946.94344237
2010,Defense,Other Products,N,PID,1,0,0,1,1,1,14,14,634,7592199.3089,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,9932325.561959649
2006,Defense,Space Systems,S,PDuns-1,1,0,0,1,1,1,75,75,105,24011830.6101,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,33571775.58762294
2006,Defense,Other Products,S,PDuns-2+,1,0,1,1,1,1,62,73,428,276594607.7617,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,386716541.99561715
2004,Defense,Land Vehicles,N,Duns,1,1,1,1,1,1,2,1,40,1598432.0093,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2377634.5721433056
2004,Defense,Facilities and Construction,M,PDuns-2+,1,1,0,0,0,0,9,9,11,27003,2004-01-01,Medium Vendor,Other Than Small,Medium,40166.404312500075
2012,Defense,Facilities and Construction,M,PDuns-1,1,1,0,0,0,0,122,122,212,-533814.929,2012-01-01,Medium Vendor,Other Than Small,Medium,-672233.1399614379
2018,Defense,Facilities and Construction,M,PDuns-2+,1,0,0,1,1,1,181,203,635,28639983.3743,2018-01-01,Medium Vendor,Other Than Small,Medium,32704326.314415585
2012,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,1,1,0,0,1,1,67,67,239,2071175.1724,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2608230.8941056696
2014,Defense,Facilities and Construction,S,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,5,5,0,0,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2003,Defense,Unlabeled,N,PDuns-1,1,0,0,0,1,0,1,1,2,9833,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,14983.902354682541
2018,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,0,0,0,1,1,56,58,90,857933.6409,2018-01-01,Medium Vendor,Other Than Small,Medium,979684.288968063
2007,Defense,Missile Defense,N,PDuns-2+,1,1,1,1,1,1,27,29,130,62273354.4117,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,84742635.8379993
2011,Defense,Ships & Submarines,N,PDuns-2+,1,0,0,1,1,1,114,144,1528,28402188.6914,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,36422480.85816232
2003,Defense,Ships & Submarines,M,PDuns-2+,1,0,1,1,1,1,8,9,57,29947507,2003-01-01,Medium Vendor,Other Than Small,Medium,45635159.224465765
2014,Defense,Facilities and Construction,M,PDuns-1,1,0,0,0,1,0,201,201,265,860635.9702,2014-01-01,Medium Vendor,Other Than Small,Medium,1044122.232656403
2009,Defense,Space Systems,N,PDuns-2+,1,1,1,1,1,1,16,20,60,29144399.9342,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,38459124.8660981
2015,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,1,0,1,1,1,30,30,104,3753017.7764,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4501548.041094379
2012,Defense,Other R&D and Knowledge Based,M,PID,1,0,0,1,1,1,15,15,82,1872464.3277,2012-01-01,Medium Vendor,Other Than Small,Medium,2357994.3274227045
2010,Defense,Other Services,M,PDuns-2+,1,0,0,0,1,1,57,60,134,832308.3417,2010-01-01,Medium Vendor,Other Than Small,Medium,1088848.8409423605
2017,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,0,0,0,1,1,24,24,40,435640.4239,2017-01-01,Medium Vendor,Other Than Small,Medium,509143.374562305
2006,Defense,Land Vehicles,N,PDuns-1,1,0,0,0,0,0,6,6,13,-56621,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-79163.78956743283
2004,Defense,Aircraft,M,PID,1,1,1,1,1,1,8,8,207,54203715,2004-01-01,Medium Vendor,Other Than Small,Medium,80626905.60047124
2003,Defense,Other R&D and Knowledge Based,M,PID,1,0,1,1,1,1,68,68,1272,900185769.5625,2003-01-01,Medium Vendor,Other Than Small,Medium,1371737584.887548
2015,Defense,Ships & Submarines,N,PID,1,1,1,1,1,1,62,62,9697,1114420434.9853,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1336688879.4424264
2012,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,1,0,1,1,1,273,273,664,18073421.9416,2012-01-01,Medium Vendor,Other Than Small,Medium,22759860.246714294
2010,Defense,Ordnance and Missiles,N,PDuns-1,1,0,0,1,1,1,230,230,1100,26043772.9308,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,34071185.57954927
2011,Defense,Other Services,M,PDuns-2+,1,0,1,1,1,1,88,103,3159,116529744.0877,2011-01-01,Medium Vendor,Other Than Small,Medium,149435750.16547772
2016,Defense,Land Vehicles,N,PID,1,1,1,1,1,1,47,47,5138,121289823.1982,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,144285163.83647656
2006,Defense,"Electronics, Comms, & Sensors",N,PID,1,1,0,1,1,1,17,17,269,7641595.4712,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,10683980.428489862
2015,Defense,Facilities and Construction,M,PDuns-2+,1,0,1,1,1,1,266,386,2896,872374104.347,2015-01-01,Medium Vendor,Other Than Small,Medium,1046366997.0387464
2017,Defense,Ordnance and Missiles,B,PID,1,1,1,1,1,1,5,5,4450,10970882395.1162,2017-01-01,Big Five,Other Than Small,Large,12821932442.747412
2007,Defense,Ships & Submarines,S,PDuns-1,1,0,1,1,1,1,329,329,3071,405761965.5877,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,552167757.9688705
2016,Defense,Ships & Submarines,M,PDuns-1,1,1,0,1,1,1,82,82,2016,30279216.2939,2016-01-01,Medium Vendor,Other Than Small,Medium,36019853.674502745
2004,Defense,Other Products,M,PDuns-2+,1,1,0,1,1,1,18,18,86,3020724,2004-01-01,Medium Vendor,Other Than Small,Medium,4493264.507664795
2006,Defense,Land Vehicles,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2006-01-01,Medium Vendor,Other Than Small,Medium,0
2015,Defense,Other Products,M,Duns,Unlabeled,Unlabeled,0,0,1,1,1,1,NA,0,2015-01-01,Medium Vendor,Other Than Small,Medium,0
2007,Defense,Aircraft,L,PID,1,1,0,1,1,1,1,1,1,80040,2007-01-01,Large Vendor,Other Than Small,Large,108919.78819112884
2011,Defense,Facilities and Construction,M,Duns,1,1,0,0,0,0,1,1,1,0,2011-01-01,Medium Vendor,Other Than Small,Medium,0
2009,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,0,0,0,0,0,5,5,5,28582.8008,2009-01-01,Medium Vendor,Other Than Small,Medium,37718.035281970304
2009,Defense,Other Services,M,PDuns-2+,1,0,0,0,0,0,6,6,10,16075,2009-01-01,Medium Vendor,Other Than Small,Medium,21212.666365350473
2015,Defense,Facilities and Construction,L,PID,Unlabeled,Unlabeled,1,1,1,1,1,1,NA,0,2015-01-01,Large Vendor,Other Than Small,Large,0
2016,Defense,Other Products,N,PID,1,0,0,0,1,0,1,1,3,12142.6399,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,14444.763304798336
2015,Defense,Other Products,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,4,4,0,0,2015-01-01,Medium Vendor,Other Than Small,Medium,0
2020,Defense,Space Systems,S,PDuns-1,1,0,0,0,1,1,3,3,3,91624,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,101265.6690038327
2014,Defense,Ships & Submarines,N,PID,1,0,0,0,1,1,1,1,3,26899.98,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,32635.01427843596
2001,Defense,Other Products,S,PID,1,0,0,0,1,1,1,1,1,28899,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,45587.51186310133
2013,Defense,Land Vehicles,S,PDuns-1,1,1,0,0,1,1,4,4,12,125593.51,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,155317.59508267476
2016,Defense,Ordnance and Missiles,N,Duns,1,1,1,1,1,1,1,1,8,-484430.8467,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-576274.1031400056
2008,Defense,Other R&D and Knowledge Based,N,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,7,7,0,0,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2013,Defense,Facilities and Construction,S,PDuns-1,1,1,0,0,0,0,3,3,4,9388.56,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,11610.540707791326
2004,Defense,Other Services,N,PDuns-1,1,1,0,0,1,1,6,6,12,213969,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,318274.4644795515
2013,Defense,Missile Defense,M,PID,1,0,1,1,1,1,10,10,79,118782494.73,2013-01-01,Medium Vendor,Other Than Small,Medium,146894623.92908752
2007,Defense,Ships & Submarines,S,PID,1,1,0,1,1,1,1,1,3,359994,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,489885.93490851123
2015,Defense,Other R&D and Knowledge Based,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,18,18,0,0,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2015,Defense,Other Services,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,79,79,0,0,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2007,Defense,Other R&D and Knowledge Based,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,39,39,0,0,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2007,Defense,Other Products,N,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,3,3,0,0,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2002,Defense,Unlabeled,N,PID,1,0,1,1,1,1,11,11,18,11322519.0404,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,17583485.297226798
2008,Defense,Ordnance and Missiles,N,PDuns-2+,1,0,0,0,1,1,12,13,21,195081.4199,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,260046.60948298275
2017,Defense,Missile Defense,N,PDuns-1,1,1,1,1,1,1,21,21,29,707966.8535,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,827417.7810275678
2009,Defense,Land Vehicles,M,PDuns-2+,1,0,0,1,1,1,19,21,64,2485009.627,2009-01-01,Medium Vendor,Other Than Small,Medium,3279233.600761121
2019,Defense,Ships & Submarines,S,PDuns-2+,1,0,0,1,1,1,69,73,442,10033019.6307,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,11236732.14438681
2019,Defense,Other Services,N,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,1,1,NA,0,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2019,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,0,0,1,1,1,184,184,501,22264273.8584,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,24935432.297032133
2006,Defense,Other Services,M,PDuns-1,1,1,1,1,1,1,142,142,1362,290067357.8501,2006-01-01,Medium Vendor,Other Than Small,Medium,405553262.5214417
2007,Defense,Aircraft,S,PDuns-2+,1,0,1,1,1,1,61,77,636,164715297.3165,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,224147367.5106446
2006,Defense,"Electronics, Comms, & Sensors",NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,23,1567,116051196.6899,2006-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,162255214.7402554
2018,Defense,"Electronics, Comms, & Sensors",J,PID,1,0,1,1,1,1,3,3,250,47715571.3118,2018-01-01,Large: Big 5 JV,Other Than Small,Large,54486959.509207994
2014,Defense,Land Vehicles,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,11,693,10979500.3404,2014-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,13320312.891647
2020,Defense,Other Products,N,PDuns-2+,1,0,1,1,1,1,189,326,53748,785586153.7739,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,868254031.9355385
2015,Defense,Facilities and Construction,N,PID,1,1,1,1,1,1,148,148,19439,1398322114.6793,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1677214058.4400651
2010,Defense,Ships & Submarines,M,PDuns-2+,1,1,0,0,1,1,10,10,100,548507.8712,2010-01-01,Medium Vendor,Other Than Small,Medium,717573.1995957257
2018,Defense,Other Services,S,PDuns-1,1,0,0,1,1,1,1240,1240,3712,96995415.0732,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,110760179.71444263
2020,Defense,Other Products,L,PID,1,0,1,1,1,1,27,27,556771,5212954487.5845,2020-01-01,Large Vendor,Other Than Small,Large,5761517982.971453
2016,Defense,Facilities and Construction,M,PID,1,1,1,1,1,1,49,49,2508,1466409939.9717,2016-01-01,Medium Vendor,Other Than Small,Medium,1744426637.4641268
2007,Defense,Aircraft,S,PDuns-2+,1,1,0,1,1,1,4,4,4,113835.1602,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,154908.81481368342
2019,Defense,Space Systems,M,PDuns-1,1,1,0,1,1,1,1,1,2,147045,2019-01-01,Medium Vendor,Other Than Small,Medium,164686.73828918618
2006,Defense,Other Services,U,Name,1,1,0,1,1,1,1,1,1,0,2006-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,0
2004,Defense,Missile Defense,M,PDuns-1,1,0,0,0,1,0,1,1,1,3950,2004-01-01,Medium Vendor,Other Than Small,Medium,5875.543348308532
2016,Defense,Other Services,M,Duns,1,1,0,0,1,0,2,2,3,6140.8498,2016-01-01,Medium Vendor,Other Than Small,Medium,7305.093668413752
2003,Defense,Missile Defense,M,PID,1,0,1,1,1,1,1,1,8,2577985,2003-01-01,Medium Vendor,Other Than Small,Medium,3928432.371792563
2001,Defense,Other Services,S,PID,1,0,0,0,1,1,1,1,1,32445,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,51181.245800834724
2003,Defense,Unlabeled,M,PDuns-1,1,0,0,1,1,1,1,1,2,0,2003-01-01,Medium Vendor,Other Than Small,Medium,0
2006,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,2,2,0,0,2006-01-01,Medium Vendor,Other Than Small,Medium,0
2014,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,0,0,0,0,0,5,5,5,2480,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3008.732177887165
2005,Defense,Other Products,S,PDuns-1,1,1,0,0,1,0,2,2,3,12863.1601,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,18569.96161407312
2006,Defense,Land Vehicles,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,6,6,0,0,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2002,Defense,Unlabeled,S,PID,1,0,1,1,1,1,2,2,2,0,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2006,Defense,Aircraft,N,PID,1,0,0,0,1,1,2,2,4,35450,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,49563.87806936461
2009,Defense,Unlabeled,N,PDuns-1,1,0,0,0,1,0,1,1,0,0,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
