Fiscal_Year,Customer,SubCustomer,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,SubCustomer.sum,SubCustomer.platform,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2011,Defense,Navy,S,PDuns-2,1,0,0,1,1,174,190,910,18925272.6216,2011-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,24269445.82635093
2011,Defense,Navy,S,PDuns-2,1,0,1,1,1,175,212,2574,382959295.2846,2011-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,491100448.4024902
2011,Defense,Navy,S,PDuns-2,1,1,0,0,0,2,2,4,0,2011-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2011,Defense,Navy,S,PDuns-2,1,1,0,1,1,10,11,42,1752191.1441,2011-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,2246979.9457795946
2011,Defense,Navy,S,PDuns-2,1,1,1,1,1,11,12,265,56633584.748,2011-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,72625940.16346799
2011,Defense,Navy,S,PDuns-3+,1,0,0,0,1,19,29,71,282011.9612,2011-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,361647.3142328634
2011,Defense,Navy,S,PDuns-3+,1,1,0,1,1,1,1,9,120043.0881,2011-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,153941.20241870082
2011,Defense,Navy,S,PID,1,0,1,1,1,61,61,2020,713621590.4792,2011-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,915136118.6143441
2011,Defense,Navy,S,PID,1,1,1,1,1,8,8,600,91249503.2302,2011-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,117016801.79757148
2011,Defense,Other DoD,J,PID,1,0,1,1,1,5,5,86,229323254.2981,2011-01-01,Other DoD,Other DoD,Large: Big 5 JV,Other Than Small,Large,294080217.9281742
2011,Defense,Other DoD,L,PID,1,0,0,1,1,2,2,8,65694.4906,2011-01-01,Other DoD,Other DoD,Large Vendor,Other Than Small,Large,84245.49080929584
2011,Defense,Other DoD,M,Duns,1,0,1,1,1,7,7,21,2440683.0301,2011-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,3129890.1613021083
2011,Defense,Other DoD,M,Duns,1,1,1,1,1,4,4,13,201877.1883,2011-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,258883.8524540463
2011,Defense,Other DoD,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,2,2,0,0,2011-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,0
2011,Defense,Other DoD,M,PDuns-1,1,0,0,0,1,118,118,201,1246387.238,2011-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,1598345.6701581092
2011,Defense,Other DoD,M,PDuns-1,1,1,0,1,1,77,77,560,7249465.0113,2011-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,9296589.902803598
2011,Defense,Other DoD,M,PDuns-2,1,1,0,1,1,16,15,1041,1506521.0085,2011-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,1931936.766940968
2011,Defense,Other DoD,M,PDuns-3+,1,0,0,1,1,8,8,19,589623.2382,2011-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,756122.7530809919
2011,Defense,Other DoD,N,PDuns-1,1,0,0,0,0,2,2,12,-352.63,2011-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-452.2066790191686
2011,Defense,Other DoD,N,PDuns-1,1,0,0,1,1,271,271,883,27126165.9335,2011-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,34786131.10430462
2011,Defense,Other DoD,N,PDuns-1,1,1,0,1,1,122,122,373,10298882.8012,2011-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,13207111.105516503
2011,Defense,Other DoD,N,PDuns-3+,1,0,0,0,1,2,2,2,32118.1896,2011-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,41187.816848039016
2011,Defense,Other DoD,N,PID,1,0,0,0,1,2,2,8,12197.6802,2011-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,15642.096404105912
2011,Defense,Other DoD,S,Duns,1,0,1,1,1,20,20,49,3237819.5104,2011-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,4152124.3458056725
2011,Defense,Other DoD,S,Duns,1,1,1,1,1,1,1,1,14375,2011-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,18434.254064885426
2011,Defense,Other DoD,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,2,2,0,0,2011-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2011,Defense,Other DoD,S,PDuns-2,1,0,0,0,1,18,18,21,199579.5589,2011-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,255937.41182054716
2011,Defense,Other DoD,S,PDuns-2,1,1,0,0,1,1,1,1,2400,2011-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,3077.7189395286973
2011,Defense,Other DoD,S,PDuns-3+,1,0,0,0,1,3,3,4,45371,2011-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,58182.99416889855
2011,Defense,Other DoD,S,PDuns-3+,1,1,0,0,1,1,1,1,3200,2011-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,4103.62525270493
2011,Defense,Other DoD,S,PID,1,0,0,0,1,1,1,1,40100,2011-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,51423.55394795865
2012,Defense,Air Force,L,PID,1,0,0,0,1,1,1,1,3835.0701,2012-01-01,Air Force,Air Force,Large Vendor,Other Than Small,Large,4829.503776008531
2012,Defense,Air Force,M,Duns,Unlabeled,Unlabeled,0,1,1,2,2,0,0,2012-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,0
2012,Defense,Air Force,M,Duns,1,1,0,1,1,3,3,5,129649,2012-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,163266.98566884865
2012,Defense,Air Force,M,Duns,1,1,1,1,1,4,4,21,989905.8251,2012-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,1246588.405310581
2012,Defense,Air Force,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,26,26,0,0,2012-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,0
2012,Defense,Air Force,M,PDuns-1,1,0,1,1,1,220,220,2024,506794583.9816,2012-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,638206419.4862591
2012,Defense,Air Force,M,PDuns-1,1,1,0,0,1,317,317,782,5164207.2147,2012-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,6503286.144230884
2012,Defense,Air Force,M,PDuns-2,Unlabeled,Unlabeled,0,0,1,1,1,0,0,2012-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,0
2012,Defense,Air Force,M,PDuns-2,1,0,0,0,1,40,40,54,461901.179,2012-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,581672.1546037169
2012,Defense,Air Force,M,PDuns-2,1,1,0,0,1,41,42,80,558953.66,2012-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,703890.3439036977
2012,Defense,Air Force,M,PDuns-3+,1,0,0,1,1,19,22,40,861191.4108,2012-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,1084498.3434135176
2012,Defense,Air Force,M,PDuns-3+,1,1,0,0,1,2,2,2,8188.1001,2012-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,10311.274453962607
2012,Defense,Air Force,N,Duns,1,0,1,1,1,32,32,111,22480299.9925,2012-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,28309441.77515381
2012,Defense,Air Force,N,Duns,1,1,1,1,1,15,14,35199,431196678.8886,2012-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,543005977.6208084
2012,Defense,Air Force,N,PDuns-1,1,0,0,0,1,272,272,577,3918747.0965,2012-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4934878.217680875
2012,Defense,Air Force,N,PDuns-1,1,1,0,0,1,55,55,101,974295.0023,2012-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1226929.6961622918
2012,Defense,Air Force,N,PDuns-2,Unlabeled,Unlabeled,0,1,1,2,3,0,0,2012-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2012,Defense,Air Force,N,PDuns-2,1,1,1,1,1,83,97,1025,159139669.0816,2012-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,200404585.2362217
2012,Defense,Air Force,N,PDuns-3+,1,0,1,1,1,291,450,2707,440759584.5251,2012-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,555048544.6865551
2012,Defense,Air Force,N,PDuns-3+,1,1,0,0,1,5,6,10,179149.3322,2012-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,225602.75399641498
2012,Defense,Air Force,N,PID,1,0,1,1,1,189,189,4756,3335482473.9745,2012-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4200373078.674657
2012,Defense,Air Force,N,PID,1,1,1,1,1,162,162,10124,3228876249.5552,2012-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4066123860.289047
2012,Defense,Air Force,S,Duns,Unlabeled,Unlabeled,0,1,1,1,1,0,0,2012-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,Air Force,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,7,7,0,0,2012-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,Air Force,S,PDuns-1,1,0,0,0,0,205,205,281,-76654.7803,2012-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,-96531.36481337181
2012,Defense,Air Force,S,PDuns-1,1,0,0,1,1,2938,2938,7491,284786113.9127,2012-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,358631153.18183625
2012,Defense,Air Force,S,PDuns-1,1,1,0,0,0,3,3,4,-1588,2012-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,-1999.7683996184442
2012,Defense,Air Force,S,PDuns-1,1,1,0,1,1,138,138,401,12705099.7023,2012-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,15999532.052053677
2012,Defense,Air Force,S,PDuns-2,Unlabeled,Unlabeled,1,1,1,5,6,0,0,2012-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,Air Force,S,PDuns-2,1,0,0,0,0,3,3,4,-4818.8799,2012-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,-6068.415456912146
2012,Defense,Air Force,S,PDuns-2,1,0,0,1,1,86,90,199,8308876.2623,2012-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,10463367.875117978
2012,Defense,Air Force,S,PDuns-2,1,1,0,1,1,3,3,4,139934.8398,2012-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,176219.9437265172
2012,Defense,Air Force,S,PDuns-3+,1,0,0,1,1,9,11,24,2415383.93,2012-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,3041692.982468645
2012,Defense,Air Force,S,PDuns-3+,1,1,0,1,1,2,3,4,192562,2012-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,242493.32655373227
2012,Defense,Army,NA,PID,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,31,31,1573,921310382.8798,2012-01-01,Army,Army,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,1160206164.9391646
2012,Defense,Army,L,PID,1,0,1,1,1,76,76,3302,3070818240.8168,2012-01-01,Army,Army,Large Vendor,Other Than Small,Large,3867081409.922757
2012,Defense,Army,L,PID,1,1,1,1,1,116,116,45664,35209293006.9167,2012-01-01,Army,Army,Large Vendor,Other Than Small,Large,44339062675.15031
2012,Defense,Army,M,Duns,Unlabeled,Unlabeled,0,1,1,1,1,0,0,2012-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,0
2012,Defense,Army,M,PDuns-1,1,0,0,1,1,889,889,2318,63364393.573,2012-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,79794780.81125405
2012,Defense,Army,M,PDuns-1,1,1,0,0,0,129,129,177,-573492.139,2012-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,-722198.6505049044
2012,Defense,Army,M,PDuns-1,1,1,0,1,1,949,949,4135,117468880.6766,2012-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,147928561.4078176
2012,Defense,Army,M,PDuns-2,Unlabeled,Unlabeled,0,1,1,8,8,8,120295.7901,2012-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,151488.48844402598
2012,Defense,Army,M,PDuns-2,1,0,0,0,0,18,18,30,17748.1098,2012-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,22350.19466687558
2012,Defense,Army,M,PDuns-2,1,0,0,1,1,206,213,481,14976966.0192,2012-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,18860493.304379977
2012,Defense,Army,M,PDuns-2,1,1,0,0,0,8,8,9,-142313.6536,2012-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,-179215.58394428564
2012,Defense,Army,M,PDuns-2,1,1,0,1,1,97,98,748,17500824.2974,2012-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,22038788.03351082
2012,Defense,Army,M,PDuns-3+,1,0,0,1,1,50,74,163,2565517.068,2012-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,3230755.6431159717
2012,Defense,Army,M,PID,1,0,1,1,1,159,159,4772,3335639538.2471,2012-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,4200570869.713104
2012,Defense,Army,M,PID,1,1,1,1,1,82,82,3176,3212619251.6641,2012-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,4045651422.848691
2012,Defense,Army,N,Duns,1,0,1,1,1,56,56,426,94726826.2525,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,119289492.27701281
2012,Defense,Army,N,Duns,1,1,1,1,1,38,37,37177,2842761552.0959,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3579889621.8713236
2012,Defense,Army,N,PDuns-1,1,0,0,0,0,31,31,107,88475.4297,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,111417.1085999516
2012,Defense,Army,N,PDuns-2,Unlabeled,Unlabeled,0,0,1,1,1,0,0,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2012,Defense,Army,N,PDuns-2,1,0,0,0,0,1,1,5,5727.04,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,7212.0614706239385
2012,Defense,Army,N,PDuns-2,1,0,0,1,1,237,257,1230,24351570.4202,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,30665932.6243068
2012,Defense,Army,N,PDuns-2,1,0,1,1,1,276,332,3975,756578579.7552,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,952759405.3039368
2012,Defense,Army,N,PDuns-3+,1,1,1,1,1,352,1362,15449,2658739112.0596,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3348150163.177827
2012,Defense,Army,N,PID,1,0,0,1,1,44,44,220,3843555.6513,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4840189.630758582
2012,Defense,Army,N,PID,1,1,1,1,1,225,225,22945,7817754462.0484,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,9844898192.179142
2012,Defense,Army,S,Duns,1,0,0,0,0,1,1,1,-5000,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,-6296.4999987986275
2012,Defense,Army,S,Duns,1,0,0,1,1,17,17,45,1606855.4877,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,2023513.1152745236
2012,Defense,Army,S,Duns,1,0,1,1,1,101,101,417,115882119.126,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,145930352.5875283
2012,Defense,Army,S,Duns,1,1,0,0,0,1,1,1,-24027.1504,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,-30257.390492946888
2012,Defense,Army,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,137,137,0,0,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,Army,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,212,212,0,0,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,Army,S,PDuns-1,1,0,0,0,0,834,834,1521,-40685.2477,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,-51234.932418834374
2012,Defense,Army,S,PDuns-1,1,0,0,1,1,7210,7210,27936,719239480.9537,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,905738278.1921794
2012,Defense,Army,S,PDuns-1,1,1,1,1,1,259,259,3094,789640142.1202,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,994393830.7822375
2012,Defense,Army,S,PDuns-2,Unlabeled,Unlabeled,0,0,1,4,4,0,0,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,Army,S,PDuns-2,1,0,0,0,0,28,28,50,19541.3502,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,24608.422302164712
2012,Defense,Army,S,PDuns-3+,1,0,0,1,1,36,47,159,1971529.806,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,2482747.4842220917
2012,Defense,Army,S,PDuns-3+,1,0,1,1,1,58,103,1457,186228143.3101,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,234517100.82566303
2012,Defense,Army,S,PDuns-3+,1,1,0,1,1,1,1,7,98459.2095,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,123989.68249969276
2012,Defense,Army,S,PDuns-3+,1,1,1,1,1,5,16,184,39637367.1879,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,49915336.49019862
2012,Defense,Army,S,PID,1,0,1,1,1,70,70,1014,183116690.6947,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,230598848.54783744
2012,Defense,Army,S,PID,1,1,1,1,1,7,7,89,19176489.5092,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,24148953.23432794
2012,Defense,DLA,M,Duns,Unlabeled,Unlabeled,1,1,1,1,1,0,0,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,0
2012,Defense,DLA,M,Duns,1,0,0,0,0,1,1,1,-380,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,-478.5339999086957
2012,Defense,DLA,M,Duns,1,0,0,1,1,3,3,8,35779.5601,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,45057.200025333084
2012,Defense,DLA,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,14,14,1,7605000,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,9576976.498172712
2012,Defense,DLA,M,PDuns-1,1,1,1,1,1,76,76,2050,343090424.0188,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,432053770.884439
2012,Defense,DLA,M,PDuns-2,Unlabeled,Unlabeled,1,1,1,3,3,0,0,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,0
2012,Defense,DLA,M,PDuns-2,1,0,0,0,1,24,24,53,597741.6495,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,752736.059071728
2012,Defense,DLA,M,PDuns-2,1,1,0,0,1,11,11,69,191218.5682,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,240801.54288831507
2012,Defense,DLA,M,PDuns-2,1,1,1,1,1,27,27,2391,169499815.72,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,213451117.89546952
2012,Defense,DLA,M,PID,Unlabeled,Unlabeled,1,1,1,1,1,0,0,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,0
2012,Defense,DLA,N,Duns,1,0,1,1,1,13,13,888,31072803.9183,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,39129981.966849186
2012,Defense,DLA,N,Duns,1,1,1,1,1,11,11,78,3206589.9012,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4038058.6618106985
2012,Defense,DLA,N,PDuns-1,1,0,0,1,1,689,689,35935,587488630.9818,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,739824432.8542222
2012,Defense,DLA,N,PDuns-1,1,1,0,1,1,170,170,13678,203013359.7031,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,255654723.82533488
2012,Defense,DLA,N,PDuns-2,1,0,0,0,0,1,1,7,3985.72,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5019.217195042333
2012,Defense,DLA,N,PDuns-2,1,0,0,1,1,118,135,3505,80963648.8308,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,101957522.95317294
2012,Defense,DLA,N,PDuns-2,1,1,0,1,1,23,24,665,13317138.13,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,16770272.043909233
2012,Defense,DLA,N,PDuns-3+,Unlabeled,Unlabeled,1,1,1,1,1,0,0,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2012,Defense,DLA,N,PDuns-3+,1,0,0,1,1,91,152,2500,47007012.7966,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,59195931.20346379
2012,Defense,DLA,N,PDuns-3+,1,1,0,1,1,27,49,3133,35343619.1974,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,44508219.646793656
2012,Defense,DLA,N,PID,1,0,0,1,1,25,25,1160,24492472.4029,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,30843370.491087053
2012,Defense,DLA,N,PID,1,1,0,1,1,3,3,115,2192233.1779,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2760679.240402732
2012,Defense,DLA,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,30,30,0,0,2012-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,DLA,S,PDuns-1,1,1,1,1,1,62,62,972,155020655.1353,2012-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,195217510.97463578
2012,Defense,DLA,S,PDuns-2,1,0,1,1,1,68,78,1179,162718095.4402,2012-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,204910897.54874685
2012,Defense,DLA,S,PDuns-2,1,1,1,1,1,4,4,6,2820285.7138,2012-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,3551585.7987106973
2012,Defense,DLA,S,PDuns-3+,1,0,1,1,1,16,30,231,29023134.5742,2012-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,36548833.36231654
2012,Defense,DLA,S,PDuns-3+,1,1,0,1,1,2,2,69,1303009.2014,2012-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,1640879.48700994
2012,Defense,MDA,L,PID,1,0,1,1,1,1,1,10,3098595,2012-01-01,Other DoD,MDA,Large Vendor,Other Than Small,Large,3902060.6827554866
2012,Defense,MDA,L,PID,1,1,1,1,1,12,12,565,230170003.1306,2012-01-01,Other DoD,MDA,Large Vendor,Other Than Small,Large,289853084.8870606
2012,Defense,MDA,N,PDuns-1,1,0,0,0,1,1,1,1,0,2012-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
