Fiscal_Year,Customer,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2012,NASA,S,PDuns-1,1,1,0,1,1,1,15,15,33,1116477.8166,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1405980.514176119
2007,Other Agencies,N,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,0,8000,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,10886.535551337216
2011,GSA,M,PDuns-1,1,0,0,0,1,0,77,77,130,334819.0303,2011-01-01,Medium Vendor,Other Than Small,Medium,429366.1961953928
2017,HHS,M,PID,1,0,0,1,1,1,8,8,55,819988.1394,2017-01-01,Medium Vendor,Other Than Small,Medium,958339.7349990086
2001,DHS,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,1,1,951000,2001-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,1500180.7599504953
2007,HHS,M,PDuns-1,1,1,0,1,1,1,25,25,38,2423011.7383,2007-01-01,Medium Vendor,Other Than Small,Medium,3297275.428788792
2014,Defense,S,PDuns-2+,1,0,0,0,0,0,59,60,105,-78098.12,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-94748.5188211666
2014,VA,M,PID,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2014-01-01,Medium Vendor,Other Than Small,Medium,0
2005,Defense,M,PDuns-1,1,1,0,0,1,1,1988,1988,13856,58597621.4314,2005-01-01,Medium Vendor,Other Than Small,Medium,84594731.94748516
2016,State and IAP,N,PID,1,1,0,0,1,1,1,1,8,69433,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,82596.80422064257
2014,VA,N,PID,1,1,1,1,1,1,118,118,7251,1315490341.9663,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1595950855.4733055
2003,Other Agencies,N,PDuns-2+,1,0,0,1,1,1,272,366,1876,66513705.468,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,101356134.23986842
2001,Energy,S,PDuns-2+,1,1,1,1,1,1,1,1,1,-16000,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-25239.6342368117
2013,NASA,L,PID,1,0,0,1,1,1,1,1,3,56326.75,2013-01-01,Large Vendor,Other Than Small,Large,69657.5432028538
2008,State and IAP,S,PDuns-2+,1,0,0,0,1,0,6,7,13,27914.4,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,37210.33545620494
2001,Other Agencies,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,15,15,9,529220.8599,2001-01-01,Medium Vendor,Other Than Small,Medium,834833.8083979356
2001,Defense,S,PID,1,0,0,0,1,1,17,17,25,514154,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,811066.1813371052
2010,State and IAP,S,PID,1,1,0,0,1,1,1,1,1,31624,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,41371.39329353571
2011,Defense,S,PDuns-1,1,1,0,0,0,0,21,21,37,-5405.8396,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-6932.356217072599
2019,Defense,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,14,15,NA,0,2019-01-01,Medium Vendor,Other Than Small,Medium,0
2004,DHS,N,PDuns-1,1,0,0,0,1,0,7,7,29,48430.62,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,72039.54612543245
2010,GSA,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,452,452,0,3957780.1335,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5177677.66482326
2017,State and IAP,L,PID,1,0,1,1,1,1,20,20,167,24993576.2391,2017-01-01,Large Vendor,Other Than Small,Large,29210589.859486222
2013,NASA,N,PID,1,0,1,1,1,1,87,87,1891,919927880.1907,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1137646252.5867977
2013,Other Agencies,M,PDuns-2+,Unlabeled,Unlabeled,0,0,1,1,5,5,0,65716.75,2013-01-01,Medium Vendor,Other Than Small,Medium,81269.86471394396
2003,GSA,S,PDuns-2+,1,0,1,1,1,1,119,131,1612,94500730.5405,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,144003835.9468136
2003,HHS,M,PDuns-1,1,1,0,0,0,0,3,3,12,-20010,2003-01-01,Medium Vendor,Other Than Small,Medium,-30492.00509683694
2003,Defense,S,PID,1,1,1,1,1,1,5,5,247,51506349,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,78487349.13680471
2016,Energy,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,5,5,0,223977.8906,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,266441.8645261
2011,VA,N,PDuns-2+,1,0,0,0,1,0,27,37,82,344769.5815,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,442126.61281497194
2006,GSA,N,PDuns-1,1,0,0,0,1,1,279,279,15918,26029172.549,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,36392291.5222874
2004,GSA,S,PDuns-2+,1,1,0,1,1,1,3,6,145,1320942.4446,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1964874.5807260612
2002,Other Agencies,S,PDuns-1,1,1,0,0,1,1,5,5,9,130000,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,201885.5592543768
2012,DHS,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2012-01-01,Medium Vendor,Other Than Small,Medium,0
2018,State and IAP,S,PDuns-2+,1,0,0,1,1,1,17,18,57,1753491.4944,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2002332.0989030239
2016,HHS,L,PID,1,0,0,1,1,1,2,2,3,104592.9609,2016-01-01,Large Vendor,Other Than Small,Large,124422.74299417602
2013,DHS,S,PDuns-1,1,1,0,0,1,1,5,5,5,42695.29,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,52799.9397752111
2018,Energy,N,PDuns-1,1,0,1,1,1,1,102,102,441,191348244.7119,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,218502760.73708007
2020,VA,M,PDuns-2+,1,0,0,1,1,1,314,419,10119,117322416.4389,2020-01-01,Medium Vendor,Other Than Small,Medium,129668350.97607033
2002,Other Agencies,M,PDuns-2+,1,0,0,0,1,1,28,29,72,734530,2002-01-01,Medium Vendor,Other Than Small,Medium,1140699.9987624416
2003,VA,N,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,3,3,0,0,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2003,State and IAP,M,PID,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2003-01-01,Medium Vendor,Other Than Small,Medium,0
2009,NASA,N,Duns,1,1,1,1,1,1,1,1,1,507347.6875,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,669499.049839477
2013,GSA,N,PID,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2000,Defense,N,PDuns-2+,1,1,0,1,1,1,36,58,518,43610322,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,70462507.73550957
2006,DHS,M,PDuns-1,1,1,1,1,1,1,11,11,54,3370137.9883,2006-01-01,Medium Vendor,Other Than Small,Medium,4711907.1460940745
2014,Other Agencies,M,Duns,1,0,1,1,1,1,5,5,7,1245664.7998,2014-01-01,Medium Vendor,Other Than Small,Medium,1511238.6153304973
2005,NASA,S,PDuns-1,1,0,0,0,0,0,77,77,96,73332.6001,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,105866.95324713984
2019,HHS,M,PDuns-2+,1,1,0,0,1,0,1,1,1,-350,2019-01-01,Medium Vendor,Other Than Small,Medium,-391.99128430898816
2016,NASA,N,PDuns-1,1,1,0,1,1,1,50,50,163,3600797.258,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4283472.500932591
2014,Defense,N,PDuns-1,1,1,0,0,1,1,113,113,496,4016742.99,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4873106.40496601
2018,Energy,N,PDuns-2+,1,0,0,0,1,1,4,4,5,16423.06,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,18753.68104449375
2010,VA,S,PDuns-1,1,1,0,0,1,0,28,28,62,319580.55,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,418084.1330323316
2001,Other Agencies,M,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,4,4,0,601000,2001-01-01,Medium Vendor,Other Than Small,Medium,948063.7610202394
2004,State and IAP,S,PDuns-1,1,0,0,1,1,1,362,362,718,28260671.1347,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,42037164.12765101
2017,NASA,M,PDuns-1,1,0,0,0,1,0,40,40,52,248720.4005,2017-01-01,Medium Vendor,Other Than Small,Medium,290685.4761075307
2009,Other Agencies,M,PID,1,0,0,0,1,1,16,16,78,258211.7699,2009-01-01,Medium Vendor,Other Than Small,Medium,340737.7994709391
2004,NASA,M,PDuns-2+,1,1,0,0,1,0,1,1,1,4000,2004-01-01,Medium Vendor,Other Than Small,Medium,5949.917314742817
2002,Energy,S,PDuns-2+,1,0,0,1,1,1,9,9,12,656000,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1018745.5913143937
2007,HHS,M,PDuns-1,1,0,1,1,1,1,258,258,1366,518556166.9041,2007-01-01,Medium Vendor,Other Than Small,Medium,705660018.29583
2005,DHS,M,PID,Unlabeled,Unlabeled,0,0,0,0,1,1,1,750,2005-01-01,Medium Vendor,Other Than Small,Medium,1082.741029597761
2000,Defense,M,PDuns-2+,1,0,1,1,1,1,201,305,2334,1107728988,2000-01-01,Medium Vendor,Other Than Small,Medium,1789791012.9119935
2008,NASA,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,9,122,25688416.4303,2008-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,34243064.250356436
2006,Energy,N,PDuns-1,1,0,1,1,1,1,129,129,811,143598133.0394,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,200769544.62491453
2009,Other Agencies,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,31,1408,266804214.4172,2009-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,352076440.7652563
2007,Energy,N,Duns,1,1,1,1,1,1,1,1,33,23694626,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,32244048.540579893
2005,GSA,L,PID,1,1,0,1,1,1,1,1,3,49000,2005-01-01,Large Vendor,Other Than Small,Large,70739.08060038707
2007,GSA,M,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,4,4,0,0,2007-01-01,Medium Vendor,Other Than Small,Medium,0
2008,GSA,L,PID,1,1,1,1,1,1,101,101,28907,1759624151.7843,2008-01-01,Large Vendor,Other Than Small,Large,2345606746.508393
2020,DHS,M,PDuns-2+,1,0,0,0,0,0,9,9,15,-3932.29,2020-01-01,Medium Vendor,Other Than Small,Medium,-4346.088116291379
2001,Defense,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,29,1281,314945753,2001-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,496819725.63482755
2011,Energy,M,PDuns-2+,1,1,0,1,1,1,2,2,2,8460,2011-01-01,Medium Vendor,Other Than Small,Medium,10848.959261838658
2007,GSA,N,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2013,State and IAP,N,Duns,1,1,1,1,1,1,4,3,53036,970076318.392,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1199663269.3783345
2000,GSA,N,PDuns-1,1,0,1,1,1,1,363,363,2985,827021676.9514,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1336243775.260869
2006,GSA,M,PDuns-1,1,0,0,0,1,1,531,531,5030,69844581.5016,2006-01-01,Medium Vendor,Other Than Small,Medium,97652138.82513686
2003,NASA,M,PDuns-2+,1,0,1,1,1,1,38,47,185,78325652.205,2003-01-01,Medium Vendor,Other Than Small,Medium,119355631.49664855
2008,DHS,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,3,3,1,-10,2008-01-01,Medium Vendor,Other Than Small,Medium,-13.330157716520842
2018,Energy,S,PDuns-1,1,0,0,1,1,1,261,261,1001,27715864.1357,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,31649063.93043934
2001,VA,N,PDuns-1,1,0,0,0,1,0,9,9,26,93000,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,146705.374001468
2013,GSA,N,PDuns-2+,1,1,0,1,1,1,29,31,18,65989.2198,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,81606.81965746499
2018,Defense,M,PDuns-1,1,0,0,1,1,1,1320,1320,17405,201322060.5177,2018-01-01,Medium Vendor,Other Than Small,Medium,229891975.6835336
2002,Energy,N,PID,1,0,0,1,1,1,7,7,13,1468842,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2281061.450971672
2019,VA,M,PDuns-2+,1,1,0,1,1,1,7,7,10,614738.03,2019-01-01,Medium Vendor,Other Than Small,Medium,688491.2854093638
2013,GSA,N,PDuns-1,1,0,0,1,1,1,568,568,1766,22896512.1882,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,28315405.858570043
2000,HHS,M,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2000-01-01,Medium Vendor,Other Than Small,Medium,0
2017,NASA,M,Duns,1,1,0,1,1,1,1,1,2,-173821.375,2017-01-01,Medium Vendor,Other Than Small,Medium,-203149.1950317145
2012,VA,S,PDuns-1,1,0,0,1,1,1,3563,3563,38657,469311654.6654,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,591004166.6073747
2016,GSA,M,PDuns-1,1,1,1,1,1,1,51,51,63,10805442.9601,2016-01-01,Medium Vendor,Other Than Small,Medium,12854047.163347404
2003,GSA,N,PDuns-1,1,0,0,0,1,0,35,35,184,403664.5,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,615119.4398506815
2006,VA,N,PDuns-2+,1,0,0,1,1,1,375,605,45914,73236864.9963,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,102395008.37402342
2009,VA,M,PID,1,0,0,0,1,1,2,2,3,42876.8198,2009-01-01,Medium Vendor,Other Than Small,Medium,56580.508443213264
2001,NASA,M,PDuns-1,1,0,0,0,1,1,28,28,36,764000,2001-01-01,Medium Vendor,Other Than Small,Medium,1205192.5348077586
2007,DHS,N,PDuns-1,1,0,0,0,1,0,148,148,369,925485.8301,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1259416.7989553106
2004,Defense,M,PID,1,0,0,0,0,0,2,2,3,-24818,2004-01-01,Medium Vendor,Other Than Small,Medium,-36916.26197932181
2017,DHS,S,PDuns-2+,Unlabeled,Unlabeled,0,0,1,0,1,1,0,0,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2011,NASA,M,PDuns-2+,1,0,0,1,1,1,27,29,105,3384729.7324,2011-01-01,Medium Vendor,Other Than Small,Medium,4340519.5010805745
2002,GSA,M,PID,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2002-01-01,Medium Vendor,Other Than Small,Medium,0
2005,Energy,S,PID,1,0,1,1,1,1,5,5,46,7836882.7111,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,11313752.607271077
2019,HHS,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,8,8,NA,1424393.2031,2019-01-01,Medium Vendor,Other Than Small,Medium,1595284.9172690357
2005,GSA,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,84,84,8,564616.9493,2005-01-01,Medium Vendor,Other Than Small,Medium,815111.9160179052
2016,DHS,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,2,2,0,0,2016-01-01,Medium Vendor,Other Than Small,Medium,0
2006,State and IAP,S,PDuns-2+,1,0,0,0,1,0,6,6,35,51751.4197,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,72355.45996974087
2014,Defense,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,123,123,3,-29363.59,2014-01-01,Medium Vendor,Other Than Small,Medium,-35623.862133582974
2020,Other Agencies,M,PID,1,0,0,0,1,1,10,10,20,105623.8799,2020-01-01,Medium Vendor,Other Than Small,Medium,116738.76779941913
2006,NASA,S,PDuns-1,1,0,0,1,1,1,885,885,2237,96618509.985,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,135085699.52440697
2006,HHS,S,PDuns-1,1,0,0,0,1,0,744,744,1284,4292748.5115,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,6001841.010054511
2004,HHS,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,37,37,7,1594998.9825,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2372528.015743481
2002,VA,M,PID,1,1,1,1,1,1,3,3,4,247000,2002-01-01,Medium Vendor,Other Than Small,Medium,383582.56258331594
2005,NASA,S,PDuns-1,1,0,1,1,1,1,474,474,2876,465270019.2821,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,671689252.9579616
2006,HHS,M,PDuns-2+,1,1,0,1,1,1,4,4,4,216180,2006-01-01,Medium Vendor,Other Than Small,Medium,302248.7774622071
2010,GSA,N,PDuns-2+,1,1,1,1,1,1,362,686,220999,539128332.6477,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,705302627.2975001
2008,State and IAP,N,PDuns-1,1,1,0,0,0,0,4,4,27,28911.3902,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,38539.3391169875
2006,Other Agencies,N,PID,1,0,0,0,1,1,19,19,89,485781.8777,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,679188.5403280618
2012,HHS,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,21,21,0,237624.039,2012-01-01,Medium Vendor,Other Than Small,Medium,299239.95225560496
2001,DHS,B,PID,1,1,1,1,1,1,3,3,12,1803000,2001-01-01,Big Five,Other Than Small,Large,2844191.2830607183
2009,HHS,M,PDuns-1,1,1,0,0,1,0,12,12,19,80573.7295,2009-01-01,Medium Vendor,Other Than Small,Medium,106325.57646628287
2004,State and IAP,S,Name,1,1,0,1,1,1,1,1,1,44155,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,65679.64975811727
2020,VA,S,PDuns-1,1,0,0,1,1,1,3613,3613,47294,725662824.9993,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,802024921.9065452
2007,DHS,U,Name,1,1,0,0,0,0,1,1,1,700,2007-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,952.5718607420064
2014,State and IAP,S,PDuns-1,1,1,0,0,0,0,2,2,3,5469.8,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,6635.952930083555
2000,GSA,S,PID,1,0,0,1,1,1,49,49,116,11056882.5,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,17864937.31201688
2019,VA,S,PID,1,0,1,1,1,1,9,9,47,19680367.9284,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,22041521.999791246
2015,NASA,S,PDuns-2+,1,0,0,0,1,0,12,12,17,64902.9,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,77847.6255011496
2019,DHS,M,PID,1,0,0,1,1,1,5,5,16,65029.67,2019-01-01,Medium Vendor,Other Than Small,Medium,72831.61103282766
2017,Defense,J,PID,1,1,1,1,1,1,1,1,48,152124975.1251,2017-01-01,Large: Big 5 JV,Other Than Small,Large,177792093.98662078
2016,DHS,M,PDuns-2+,1,0,0,0,0,0,14,14,16,6437.8199,2016-01-01,Medium Vendor,Other Than Small,Medium,7658.366337160382
2007,NASA,M,PDuns-1,1,0,0,1,1,1,71,71,143,4920134.1975,2007-01-01,Medium Vendor,Other Than Small,Medium,6695401.982304219
2019,Energy,M,PDuns-1,1,0,0,0,1,0,2,2,2,4750,2019-01-01,Medium Vendor,Other Than Small,Medium,5319.881715621982
2013,HHS,M,PDuns-1,1,1,0,1,1,1,67,67,121,5058361.03,2013-01-01,Medium Vendor,Other Than Small,Medium,6255518.061717694
2017,Energy,N,PDuns-1,1,0,0,0,1,1,22,22,36,413724.2312,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,483529.39638979925
2016,State and IAP,S,PDuns-1,1,0,0,0,0,0,84,84,147,151763.6718,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,180536.55016304142
2013,DHS,M,PDuns-1,1,0,0,1,1,1,258,258,657,-2215905.33,2013-01-01,Medium Vendor,Other Than Small,Medium,-2740341.334408767
2018,NASA,N,PDuns-2+,1,1,1,1,1,1,118,215,1205,185704907.8103,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,212058569.44269106
2002,Defense,N,PID,1,0,0,0,1,1,5,5,13,102284,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,158843.55802134366
2020,GSA,S,PDuns-1,1,0,1,1,1,1,1026,1026,21861,2020918979.4164,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2233581948.5412617
2013,VA,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,2,2,0,0,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2004,Other Agencies,M,PID,1,1,1,1,1,1,23,23,386,193485331.8887,2004-01-01,Medium Vendor,Other Than Small,Medium,287805431.58833414
2003,Defense,S,PDuns-2+,1,0,1,1,1,1,260,367,5102,1375779841.3475,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2096466063.6928282
2014,NASA,L,PID,1,0,0,1,1,1,1,1,10,73521.44,2014-01-01,Large Vendor,Other Than Small,Large,89196.09769862925
2000,Defense,N,PDuns-1,1,0,0,0,1,0,2,2,2,13189,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,21309.863626405597
2009,GSA,S,PID,1,0,0,0,1,0,3,3,3,17630,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,23264.653687161983
2010,VA,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,11,12,0,0,2010-01-01,Medium Vendor,Other Than Small,Medium,0
2011,VA,M,PDuns-1,1,1,0,0,1,1,14,14,160,1367071.8035,2011-01-01,Medium Vendor,Other Than Small,Medium,1753109.4922198348
2005,VA,M,PID,1,0,0,0,1,1,3,3,8,67021.2996,2005-01-01,Medium Vendor,Other Than Small,Medium,96755.61457851202
2002,NASA,S,PDuns-1,1,0,0,0,1,1,84,84,112,1960083.54,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3043942.7819861434
2010,Energy,N,PDuns-2+,1,1,0,1,1,1,14,20,47,592727.9421,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,775423.1219544385
2003,Other Agencies,M,PID,1,0,0,1,1,1,71,71,588,14766500.5304,2003-01-01,Medium Vendor,Other Than Small,Medium,22501759.591974124
2011,Other Agencies,N,PDuns-2+,1,1,0,0,0,0,1,1,13,4105.5,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5264.8229609312775
2006,Other Agencies,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,186,186,141,9637.2981,2006-01-01,Medium Vendor,Other Than Small,Medium,13474.241691016057
2004,DHS,M,PDuns-2+,1,0,0,0,1,0,1,1,1,500,2004-01-01,Medium Vendor,Other Than Small,Medium,743.7396643428522
2019,State and IAP,S,PDuns-2+,1,0,1,1,1,1,28,29,179,26420144.2407,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,29589903.6358306
2017,Defense,S,PID,1,0,1,1,1,1,81,81,2653,1191143248.0435,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1392117580.5190752
2018,Energy,N,PID,1,1,1,1,1,1,59,59,680,352534374.2268,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,402563055.3301032
2005,NASA,N,PID,1,1,0,1,1,1,6,6,40,643159.0904,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,928499.6476464741
2010,VA,N,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,3,6,0,0,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2011,HHS,M,PDuns-2+,1,1,1,1,1,1,42,59,517,106819749.1756,2011-01-01,Medium Vendor,Other Than Small,Medium,136983818.81393713
2015,Other Agencies,S,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,2,2,0,187162.6,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,224491.72521753973
2014,Defense,N,PDuns-2+,1,0,0,0,1,1,192,263,1063,6771763.0996,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8215492.555965907
2007,Other Agencies,M,PID,1,0,0,0,1,1,14,14,39,234398.4701,2007-01-01,Medium Vendor,Other Than Small,Medium,318973.4097403379
2014,HHS,N,PID,1,0,0,1,1,1,18,18,232,3617602.3675,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4388869.616894371
2007,GSA,S,PDuns-2+,1,0,0,0,0,0,18,18,118,137250.1012,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,186772.26326730385
2002,DHS,U,Name,Unlabeled,Unlabeled,0,1,1,1,2,1,2,122416.7969,2002-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,190109.10387912276
