SIC,Part Indicator,SIC Titles and Part Descriptions,1997 NAICS,1997 NAICS Titles and Part Indicators
7997,pt,.   Recreation Clubs Without Facilities,71399,All Other Amusement and Recreation Industries (pt)
7999,,"Amusement and Recreation Services, NEC",,
7999,pt,.   Ticket Agencies,561599,All Other Travel Arrangement and Reservation Services (pt)
7999,pt,".   Aerial Tramways, Scenic and Amusement",48799,"Scenic and Sightseeing Transportation, Other (pt)"
7999,pt,.   Circus Companies and Traveling Carnival Shows,71119,Other Performing Arts Companies (pt)
7999,pt,.   Professional Athletes,711219,Other Spectator Sports (pt)
7999,pt,.   Skiing Facilities,71392,Skiing Facilities
7999,pt,.   Nonmembership Recreation Facilities,71394,Fitness and Recreational Sports Centers (pt)
7999,pt,".   Casinos, except Casino Hotels",71321,Casinos (except Casino Hotels)
7999,pt,".   Lottery, Bingo, Bookie and Other Gaming Operations",71329,Other Gambling Industries (pt)
7999,pt,.   Caverns and Miscellaneous Commercial Parks,71219,Nature Parks and Other Similar Institutions (pt)
7999,pt,.   Sports Instruction,61162,Sports and Recreation Instruction
7999,pt,.   Nonathletic Recreational Instruction,611699,All Other Miscellaneous Schools and Instruction (pt)
7999,pt,".   State Fairs, Agriculture Fairs, and County Fairs with Facilities",71131,"Promoters of Performing Arts, Sports, and Similar Events with Facilities (pt)"
7999,pt,".   State Fairs, Agriculture Fairs, and County Fairs without Facilities",71132,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (pt)"
7999,pt,.   Sports Equipment Rental,532292,Recreational Goods Rental
7999,pt,".   Scenic Transport Operations, Land",48711,"Scenic and Sightseeing Transportation, Land (pt)"
7999,pt,.   Charter Fishing,48721,"Scenic and Sightseeing Transportation, Water (pt)"
7999,pt,".   Amusement and Recreation Services, NEC (except circuses, professional athletes, caverns and other commercial parks, skiing facilities, casinos and other gambling operations, amusement and recreation facilities, sports instruction, sports equipment re",71399,All Other Amusement and Recreation Industries (pt)
80,,Health services,,
8011,,Offices and Clinics of Doctors of Medicine,,
8011,pt,.   Surgical and Emergency Centers,621493,Freestanding Ambulatory Surgical and Emergency Centers
8011,pt,.   HMO Medical Centers,621491,HMO Medical Centers
8011,pt,".   Offices of Physicians, Mental Health Specialists",621112,"Offices of Physicians, Mental Health Specialists (pt)"
8011,pt,.   Offices of  Physicians Except Mental Health,621111,"Offices of Physicians, (except Mental Health Specialists) (pt)"
8021,,Offices and Clinics of Dentists,62121,Offices of Dentists
8031,,Offices and Clinics of Doctors of Osteopathy,,
8031,pt,".   Offices of Doctors of Osteopathy, Except Mental Health",621111,Offices of Physicians (except Mental Health Specialists) (pt)
8031,pt,".   Offices of Doctors of Osteopathy, Mental Health Specialists",621112,"Offices of Physicians, Mental Health Specialists (pt)"
8041,,Offices and Clinics of Chiropractors,62131,Offices of Chiropractors
8042,,Offices and Clinics of Optometrists,62132,Offices of Optometrists
8043,,Offices and Clinics of Podiatrists,621391,Offices of Podiatrists
8049,,"Offices and Clinics of Health Practitioners, NEC",,
8049,pt,".   Mental Health Practitioners, Except Physicians",62133,Offices of Mental Health Practitioners (except Physicians)
8049,pt,".   Offices of  Physical, Occupational, Recreational, and Speech Therapists and Audiologists",62134,"Offices of  Physical, Occupational, and Speech Therapists and Audiologists"
8049,pt,.   Other Offices of  Health Practitioners,621399,Offices of All Other Miscellaneous Health Practitioners
8051,,Skilled Nursing Care Facilities,,
8051,pt,.   Continuing Care Retirement Communities,623311,Continuing Care Retirement Communities (pt)
8051,pt,.   All Other Skilled Nursing Care Facilities,62311,Nursing Care Facilities (pt)
8052,,Intermediate Care Facilities,,
8052,pt,.   Continuing Care Retirement Communities,623311,Continuing Care Retirement Communities (pt)
8052,pt,.   Mental Retardation Facilities,62321,Residential Mental Retardation Facilities
8052,pt,.   Other Intermediate Care Facilities,62311,Nursing Care Facilities (pt)
8059,,"Nursing and Personal Care Facilities, NEC",,
8059,pt,.   Continuing Care Retirement Communities,623311,Continuing Care Retirement Communities (pt)
8059,pt,.   Other Nursing and Personal Care Facilities,62311,Nursing Care Facilities (pt)
8062,,General Medical and Surgical Hospitals,62211,General Medical and Surgical Hospitals (pt)
8063,,Psychiatric Hospitals,62221,Psychiatric and Substance Abuse Hospitals (pt)
8069,,"Specialty Hospitals, Except Psychiatric",,
8069,pt,.   Children's Hospitals,62211,General Medical and Surgical Hospitals (pt)
8069,pt,.   Substance Abuse Hospitals,62221,Psychiatric and Substance Abuse Hospitals (pt)
8069,pt,.   Other Specialty Hospitals,62231,Specialty (except Psychiatric and Substance Abuse) Hospitals
8071,,Medical Laboratories,,
8071,pt,.   Diagnostic Imaging Centers,621512,Diagnostic Imaging Centers
8071,pt,".   Medical Laboratories, Except Diagnostic Imaging Centers",621511,Medical Laboratories
8072,,Dental Laboratories,339116,Dental Laboratories
8082,,Home Health Care Services,62161,Home Health Care Services
8092,,Kidney Dialysis Centers,621492,Kidney Dialysis Centers
8093,,"Specialty Outpatient Facilities, NEC",,
8093,pt,.   Family Planning Centers,62141,Family Planning Centers (pt)
8093,pt,.   Outpatient Mental Health Facilities,62142,Outpatient Mental Health and Substance Abuse Centers
8093,pt,.   Other Specialty Outpatient Facilities,621498,All Other Outpatient Care Facilities
8099,,"Health and Allied Services, NEC",,
8099,pt,.   Blood and Organ Banks,621991,Blood and Organ Banks
8099,pt,.   Medical artists,54143,Graphic Design Services (pt)
8099,pt,.   Medical Photography,541922,Commercial Photography (pt)
8099,pt,.   Childbirth Preparation Classes,62141,Family Planning Centers (pt)
8099,pt,.   Other Health and Allied Services,621999,All Other Miscellaneous Ambulatory Health Care Services
81,,Legal services,,
8111,,Legal Services,54111,Offices of Lawyers
82,,Educational services,,
8211,,Elementary and Secondary Schools,61111,Elementary and Secondary Schools
8221,,"Colleges, Universities, and Professional Schools",61131,"Colleges, Universities, and Professional Schools"
8222,,Junior Colleges and Technical Institutes,61121,Junior Colleges
8231,,Libraries,51412,Libraries and Archives
8243,,Data Processing Schools,,
8243,pt,.   Computer Repair Training,611519,Other Technical and Trade Schools (pt)
8243,pt,.   Except Computer Repair Training,61142,Computer Training
8244,,Business and Secretarial Schools,61141,Business and Secretarial Schools
8249,,"Vocational Schools, NEC",,
8249,pt,.   Vocational Apprenticeship Training,611513,Apprenticeship Training
8249,pt,.   Aviation Schools,611512,Flight Training (pt)
8249,pt,.   Other Technical and Trade Schools,611519,Other Technical and Trade Schools (pt)
8299,,"Schools and Educational Services, NEC",,
8299,pt,.   Flying Instruction,611512,Flight Training (pt)
8299,pt,.   Automobile Driving Instruction,611692,Automobile Driving Schools
8299,pt,".   Curriculum Development, Educational",61171,Educational Support Services (pt)
8299,pt,.   Exam Preparation and Tutoring,611691,Exam Preparation and Tutoring
8299,pt,.   Art Drama and Music Schools,61161,Fine Arts Schools (pt)
8299,pt,.   Language Schools,61163,Language Schools
8299,pt,.   Professional and Management Development Training,61143,Professional and Management Development Training Schools
8299,pt,.   Cooking and Modeling Schools,611519,Other Technical and Trade Schools (pt)
8299,pt,".   All Other Schools and Educational Services, NEC",611699,All Other Miscellaneous Schools and Instruction
83,,Social services,,
8322,,Individual and Family Social Services,,
8322,pt,.   Child and Youth Services,62411,Child and Youth Services
8322,pt,.   Community Food Services,62421,Community Food Services
8322,pt,".   Community Housing Services, Except Temporary Shelters",624229,Other Community Housing Services
8322,pt,.   Emergency and Other Relief Services,62423,Emergency and Other Relief Services
8322,pt,.   Services for the Elderly and Persons with Disabilities,62412,Services for the Elderly and Persons with Disabilities
8322,pt,.   Temporary Shelter,624221,Temporary Shelters
8322,pt,.   Parole Offices and Probation Offices,92215,Parole Offices and Probation Offices
8322,pt,.   Other Individual and Family Services,62419,Other Individual and Family Services
8331,,Job Training and Vocational Rehabilitation Services,62431,Vocational Rehabilitation Services
8351,,Child Day Care Services,62441,Child Day Care Services (pt)
8361,,Residential Care,,
8361,pt,.   Homes for the Elderly,623312,Homes for the Elderly
8361,pt,.   Mental Health and Substance Abuse Facilities,62322,Residential Mental Health and Substance Abuse Facilities
8361,pt,.   Other Residential Care,62399,Other Residential Care Facilities
8399,,"Social Services, NEC",,
8399,pt,.   Voluntary Health Organizations,813212,Voluntary Health Organizations
8399,pt,.   Grantmaking and Giving,813219,Other Grantmaking and Giving Services
8399,pt,.   Human Rights Organizations,813311,Human Rights Organizations
8399,pt,".   Environment, Conservation, and Wildlife Organizations",813312,"Environment, Conservation, and Wildlife Organizations (pt)"
8399,pt,.   All Other Social Advocacy Organizations,813319,Other Social Advocacy Organizations
84,,"Museums, art galleries, botanical & zoological gardens",,
8412,,Museums and Art Galleries,,
8412,pt,.   Museums,71211,Museums
8412,pt,.   Historical and Heritage Sites,71212,Historical Sites
8422,,Arboreta and Botanical or Zoological Gardens,,
8422,pt,.   Botanical and Zoological Gardens,71213,Zoos and Botanical Gardens
8422,pt,.   Nature Parks and Reserves,71219,Nature Parks and Other Similar Institutions (pt)
86,,Membership organizations,,
8611,,Business Associations,81391,Business Associations (pt)
8621,,Professional Membership Organizations,81392,Professional Organizations
8631,,Labor Unions and Similar Labor Organizations,81393,Labor Unions and Similar Labor Organizations
8641,,"Civic, Social, and Fraternal Associations",,
8641,pt,.   Civic and Social Associations,81341,"Civic and Social Organizations (except Business, Professional, Labor, and Political Organizations) (pt)"
8641,pt,.   Homeowner and Condominium Associations,81399,Other Similar Organizations(pt)
8641,pt,.   American Indian and Alaska Native Tribal Governments,92115,American Indian and Alaska Native Tribal Governments
8651,,Political Organizations,81394,Political Organizations
8661,,Religious Organizations,81311,Religious Organizations
8699,,"Membership Organizations, NEC",,
8699,pt,".   Except Humane Societies, Farm Business Organizations, Athletic Associations, and Travel Motor Clubs",81341,Civic and Social Organizations (pt)
8699,pt,.   Farm Business Organizations,81391,Business Associations (pt)
8699,pt,.   Humane Societies,813312,"Environment, Conservation, and Wildlife Organizations (pt)"
8699,pt,.   Travel Motor Clubs,561599,All Other Travel Arrangement and Reservation Services (pt)
8699,pt,.   Athletic Associations,81399,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (pt)"
87,,Engineering and management services,,
8711,,Engineering Services,54133,Engineering Services (pt)
8712,,Architectural Services,54131,Architectural Services
8713,,Surveying Services,,
8713,pt,.   Geophysical Surveying Services,54136,Geophysical Surveying and Mapping Services (pt)
8713,pt,.   Except Geophysical Surveying,54137,Surveying and Mapping (except Geophysical) Services (pt)
8721,,"Accounting, Auditing, and Bookkeeping Services",,
8721,pt,.   Auditing Accountants,541211,Offices of Certified Public Accountants
8721,pt,.   Payroll Services,541214,Payroll Services (pt)
8721,pt,.   Other Accounting Services,541219,Other Accounting Services
8731,,Commercial Physical and Biological Research,54171,"Research and Development in the Physical, Engineering, and Life Sciences (pt)"
8732,,"Commercial Economic, Sociological, and Educational Research",,
8732,pt,.   Social Sciences and Humanities,54172,Research and Development in the Social Sciences and Humanities (pt)
8732,pt,.   Market Research and Opinion Research,54191,Marketing Research and Public Opinion Polling
8733,,Noncommercial Research Organizations,,
8733,pt,".   Physical, Engineering, and Life Services",54171,"Research and Development in the Physical, Engineering, and Life  Sciences (pt)"
8733,pt,.   Social Sciences and Humanities,54172,Research and Development in the Social Sciences and Humanities (pt)
8734,,Testing Laboratories,,
8734,pt,.   Veterinary Testing Labs,54194,Veterinary Services (pt)
8734,pt,.   Except Veterinary Testing Labs,54138,Testing Laboratories
8741,,Management Services,,
8741,pt,.   Except Construction Management Services,56111,Office Administrative Services
8741,pt,.   Construction Management Services,23,Included in Construction Sector By Type of Construction
8742,,Management Consulting Services,,
8742,pt,.   Administrative and General Management Consulting,541611,Administrative Management and General Management Consulting Services
8742,pt,.   Human Resources and Personnel Management Consulting,541612,Human Resources and Executive Search Services (pt)
8742,pt,.   Marketing Consulting,541613,Marketing Consulting Services
8742,pt,".   Manufacturing Management, Physical Distribution, and Site Location Consulting",541614,"Process, Physical Distribution, and Logistics Consulting Services (pt)"
8743,,Public Relations Services,54182,Public Relations Agencies
8744,,Facilities Support Management Services,56121,Facilities Support Services
8748,,"Business Consulting Services, NEC",,
8748,pt,".   Educational Test Development and Evaluation Services, Educational Testing, and Educational Consulting",61171,Educational Support Services (pt)
8748,pt,.   Safety Consulting and Security Consulting,54169,Other Scientific and Technical Consulting Services (pt)
8748,pt,.   Agriculture Consulting and Economic Consulting,54169,Other Scientific and Technical Consulting Services (pt)
8748,pt,.   Urban Planners and Industrial Development Organizations,54132,Landscape Architectural Services (pt)
8748,pt,.   Traffic Engineering Consulting,54133,Engineering Services (pt)
