Fiscal.Year,Unique.Identifier,Deal.Number,Decision,Decision.Date,Effective.Date,Expiration.Date,Brokered,Deal.Cancelled,Country,Program,Policy.Type,Decision.Authority,Primary.Export.Product.NAICS.SIC.code,Product.Description,Term,Primary.Applicant,Primary.Lender,Primary.Exporter,Primary.Exporter.City,Primary.Exporter.State.Code,Primary.Exporter.State.Name,Primary.Borrower,Primary.Source.of.Repayment.(PSOR),Working.Capital.Delegated.Authority,Approved.Declined.Amount,Disbursed.Shipped.Amount,Undisbursed.Exposure.Amount,Outstanding.Exposure.Amount,Small.Business.Authorized.Amount,Woman.Owned.Authorized.Amount,Minority.Owned.Authorized.Amount,Loan.Interest.Rate,Multiyear.Working.Capital.Extension,Primary.Export.Product.NAICS,Primary.Export.Product.SIC,principalnaicscodeText,AnyTag,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,CriticalTech
2021,09478374ST1012,478374,Approved,07/20/2021 12:00:00 AM,9/1/2021,09/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325414,Biological Product (except Diagnostic) Manufacturing,Short Term,"Sustainable Community Development, L.L.C.",,"Sustainable Community Development, L.L.C.",Kansas City,MO,Missouri,Multiple - Borrowers,Multiple - PSORs,,300000,300000,0,25174.42,300000,0,0,,,325414,,Biological Product (except Diagnostic) Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2021,09489521ST1011,489521,Approved,10/07/2020 12:00:00 AM,10/1/2020,10/01/2021 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Acromag, Incorporated",,"Acromag, Incorporated",Wixom,MI,Michigan,Multiple - Borrowers,Multiple - PSORs,,1000000,2932047.4,0,0,1000000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09489521ST1012,489521,Approved,08/30/2021 12:00:00 AM,10/1/2021,10/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Acromag, Incorporated",,"Acromag, Incorporated",Wixom,MI,Michigan,Multiple - Borrowers,Multiple - PSORs,,1000000,1709822.6,871053.74,128946.26,1000000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09492980ST1011,492980,Approved,01/12/2021 12:00:00 AM,1/1/2021,01/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,"Sage Science, Inc.","Export-Import Bank Of The United States, The","Sage Science, Inc.",Beverly,MA,Massachusetts,Multiple - Borrowers,Multiple - PSORs,,500000,36500,0,0,500000,0,0,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09494521ST1011,494521,Approved,03/31/2021 12:00:00 AM,5/1/2021,05/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENV,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,"Dakota Technologies, Inc.",,"Dakota Technologies, Inc.",Fargo,ND,North Dakota,Multiple - Borrowers,Multiple - PSORs,,150000,0,0,0,150000,0,0,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09516267ST1010,516267,Approved,11/22/2020 12:00:00 AM,12/1/2020,12/01/2021 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334514,Totalizing Fluid Meter and Counting Device Manufacturing,Short Term,"Endrun Technologies, LLC",,"Endrun Technologies, LLC",Santa Rosa,CA,California,Multiple - Borrowers,Multiple - PSORs,,200000,229498.26,0,0,200000,0,0,,,334514,,Totalizing Fluid Meter and Counting Device Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09518161ST1012,518161,Approved,09/27/2021 12:00:00 AM,11/1/2021,11/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334290,Other Communications Equipment Manufacturing,Short Term,"TC Communications, Inc.",,"TC Communications, Inc.",Irvine,CA,California,Multiple - Borrowers,Multiple - PSORs,,500000,216217.88,410517.79,89482.21,500000,0,500000,,,334290,,Other Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2021,09530134ST1010,530134,Approved,05/13/2021 12:00:00 AM,6/1/2021,06/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334419,Other Electronic Component Manufacturing,Short Term,Advanced Probing Systems Inc,Enterprise Bank & Trust,Advanced Probing Systems Inc,Louisville,CO,Colorado,Multiple - Borrowers,Multiple - PSORs,,700000,1134709.27,0,170753.15,700000,700000,0,,,334419,,Other Electronic Component Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2021,09541136ST1010,541136,Approved,06/09/2021 12:00:00 AM,8/1/2021,08/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,"Neocera, LLC",,"Neocera, LLC",Beltsville,MD,Maryland,Multiple - Borrowers,Multiple - PSORs,,1000000,0,0,0,1000000,0,1000000,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09548432ST1010,548432,Approved,09/02/2021 12:00:00 AM,11/1/2021,11/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334119,Other Computer Peripheral Equipment Manufacturing,Short Term,Revware Inc,,Revware Inc,Raleigh,NC,North Carolina,Multiple - Borrowers,Multiple - PSORs,,100000,11180,99511,489,100000,0,0,,,334119,,Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2021,09549572ST1009,549572,Approved,01/13/2021 12:00:00 AM,1/1/2021,01/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334417,Electronic Connector Manufacturing,Short Term,"Ohio Associated Enterprises, LLC",,"Ohio Associated Enterprises, LLC",Painesville,OH,Ohio,Multiple - Borrowers,Multiple - PSORs,,1800000,8324347.27,0,0,1800000,0,0,,,334417,,Electronic Connector Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2021,09563187ST1009,563187,Approved,02/08/2021 12:00:00 AM,4/1/2021,04/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,"Fatpipe, Inc.",,"Fatpipe, Inc.",Salt Lake City,UT,Utah,Multiple - Borrowers,Multiple - PSORs,,400000,203408.69,0,7638.9,400000,0,0,,,334210,,Telephone Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2021,09571443ST1010,571443,Approved,07/14/2021 12:00:00 AM,8/1/2021,08/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,"Block Engineering, LLC",,"Block Engineering, LLC",Southborough,MA,Massachusetts,Multiple - Borrowers,Multiple - PSORs,,500000,82250,0,0,500000,0,0,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09589367ST1008,589367,Approved,04/09/2021 12:00:00 AM,5/1/2021,05/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,"Kuder, Inc.",Great Western Bank N.A.,"Kuder, Inc.",Adel,IA,Iowa,Multiple - Borrowers,Multiple - PSORs,,2500000,2677329.17,0,2305866.77,2500000,0,0,,,541511,,Custom Computer Programming Services,TRUE,,,,,,,,,,,,,,,,,,Computing
2021,09607614ST1008,607614,Approved,09/02/2021 12:00:00 AM,11/1/2021,11/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Vinatoru Enterprises, Inc.",,"Vinatoru Enterprises, Inc.",Graham,NC,North Carolina,Multiple - Borrowers,Multiple - PSORs,,100000,0,100000,0,100000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09610988ST1007,610988,Approved,01/07/2021 12:00:00 AM,3/1/2021,03/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334417,Electronic Connector Manufacturing,Short Term,"Superb Industries, Inc.",People's Bank,"Superb Industries, Inc.",Sugarcreek,OH,Ohio,Multiple - Borrowers,Multiple - PSORs,,500000,2340370.87,0,0,500000,0,0,,,334417,,Electronic Connector Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2021,09614922ST1007,614922,Approved,01/26/2021 12:00:00 AM,1/1/2021,01/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Transtech Systems, Inc.",,"Transtech Systems, Inc.",Latham,NY,New York,Multiple - Borrowers,Multiple - PSORs,,400000,423560,0,0,400000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09615591ST1008,615591,Approved,02/19/2021 12:00:00 AM,4/1/2021,04/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334290,Other Communications Equipment Manufacturing,Short Term,"Digital Monitoring Products, Inc.",,"Digital Monitoring Products, Inc.",Springfield,MO,Missouri,Multiple - Borrowers,Multiple - PSORs,,500000,1874541.13,0,0,500000,0,0,,,334290,,Other Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2021,09636388ST1006,636388,Approved,03/16/2021 12:00:00 AM,4/1/2021,04/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325414,Biological Product (except Diagnostic) Manufacturing,Short Term,"Equitech-bio, Inc.",,"Equitech-bio, Inc.",Kerrville,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,500000,183990.19,0,0,500000,0,0,,,325414,,Biological Product (except Diagnostic) Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2021,09639871ST1007,639871,Approved,02/10/2021 12:00:00 AM,4/1/2021,04/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334290,Other Communications Equipment Manufacturing,Short Term,Cellantenna Corporation,Regions Bank,Cellantenna Corporation,Coral Springs,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,900000,167453.55,0,0,900000,900000,900000,,,334290,,Other Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2021,09640767ST1006,640767,Approved,08/05/2021 12:00:00 AM,8/1/2021,08/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334112,Computer Storage Device Manufacturing,Short Term,Data Locker Inc.,,Data Locker Inc.,Overland Park,KS,Kansas,Multiple - Borrowers,Multiple - PSORs,,750000,444761.73,0,158808.73,750000,0,750000,,,334112,,Computer Storage Device Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2021,09643195ST1006,643195,Approved,08/19/2021 12:00:00 AM,9/1/2021,09/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,The Von Corporation,,The Von Corporation,Birmingham,AL,Alabama,Multiple - Borrowers,Multiple - PSORs,,200000,0,0,0,200000,0,0,,,334515,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09648173ST1006,648173,Approved,08/31/2021 12:00:00 AM,9/1/2021,09/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Apex Instruments, Inc.",,"Apex Instruments, Inc.",Fuquay Varina,NC,North Carolina,Multiple - Borrowers,Multiple - PSORs,,500000,0,0,0,500000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09650693ST1006,650693,Approved,02/17/2021 12:00:00 AM,4/1/2021,04/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,Corr-Jensen Inc.,,Corr-Jensen Inc.,Edgewater,CO,Colorado,Multiple - Borrowers,Multiple - PSORs,,400000,2952958.1,0,14428.8,400000,0,0,,,325412,,Pharmaceutical Preparation Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2021,09653242ST1005,653242,Approved,11/17/2020 12:00:00 AM,12/1/2020,12/01/2021 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,"Sun Surveillance, Inc",,"Sun Surveillance, Inc",Spartanburg,SC,South Carolina,Multiple - Borrowers,Multiple - PSORs,,750000,0,0,0,750000,0,0,,,334220,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2021,09655904ST1005,655904,Approved,12/21/2020 12:00:00 AM,1/1/2021,01/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,Waltron Bull & Roberts LLC,,Waltron Bull & Roberts LLC,Flemington,NJ,New Jersey,Multiple - Borrowers,Multiple - PSORs,,75000,0,0,0,75000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09656102ST1005,656102,Approved,12/08/2020 12:00:00 AM,1/1/2021,01/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,541690,Other Scientific and Technical Consulting Services,Short Term,"Mchale & Associates, Inc.",,"Mchale & Associates, Inc.",Redmond,WA,Washington,Multiple - Borrowers,Multiple - PSORs,,850000,1391944.68,0,0,850000,0,0,,,541690,,Other Scientific and Technical Consulting Services,TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09659039ST1005,659039,Approved,02/26/2021 12:00:00 AM,3/1/2021,03/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"Redefine Nutrition, Inc.",Regions Bank,"Redefine Nutrition, Inc.",Alpharetta,GA,Georgia,Multiple - Borrowers,Multiple - PSORs,,900000,1297116.17,0,0,900000,0,0,,,325412,,Pharmaceutical Preparation Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2021,09665951ST1005,665951,Approved,05/04/2021 12:00:00 AM,7/1/2021,07/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,"Acousticsheep, LLC",,"Acousticsheep, LLC",Erie,PA,Pennsylvania,Multiple - Borrowers,Multiple - PSORs,,150000,97883.87,0,24238.47,150000,0,150000,,,334220,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2021,09668873ST1005,668873,Approved,07/02/2021 12:00:00 AM,9/1/2021,09/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,L J Star Incorporated,,L J Star Incorporated,Twinsburg,OH,Ohio,Multiple - Borrowers,Multiple - PSORs,,250000,54503.66,0,14031.27,250000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09671077ST1004,671077,Approved,10/27/2020 12:00:00 AM,11/1/2020,11/01/2021 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,Williamson Corporation,,Williamson Corporation,Concord,MA,Massachusetts,Multiple - Borrowers,Multiple - PSORs,,800000,1761103.57,0,0,800000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09671905ST1004,671905,Approved,11/03/2020 12:00:00 AM,12/1/2020,12/01/2021 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,"Software Revolution Incorporated, The",,"Software Revolution Incorporated, The",Kirkland,WA,Washington,Multiple - Borrowers,Multiple - PSORs,,850000,45112.5,0,0,850000,0,0,,,541511,,Custom Computer Programming Services,TRUE,,,,,,,,,,,,,,,,,,Computing
2021,09673754ST1004,673754,Approved,12/14/2020 12:00:00 AM,1/1/2021,01/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Relat",Short Term,"Pixalate, Inc.",Comerica Bank,"Pixalate, Inc.",Los Angeles,CA,California,Multiple - Borrowers,Multiple - PSORs,,350000,2343519.61,0,0,350000,0,0,,,518210,,"Data Processing, Hosting, and Related Services",TRUE,,,,,,,,,,,,TRUE,,,,,,Computing
2021,09675235ST1004,675235,Approved,11/25/2020 12:00:00 AM,1/1/2021,01/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,"Omega Piezo Technologies, Inc.",,"Omega Piezo Technologies, Inc.",State College,PA,Pennsylvania,Multiple - Borrowers,Multiple - PSORs,,700000,3240638.24,0,0,700000,0,0,,,334118,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2021,09676448ST1004,676448,Approved,11/04/2020 12:00:00 AM,1/1/2021,01/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"QMax Industries, LLC",,"QMax Industries, LLC",Pineville,NC,North Carolina,Multiple - Borrowers,Multiple - PSORs,,500000,151519.71,0,0,500000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09677111ST1004,677111,Approved,04/02/2021 12:00:00 AM,3/1/2021,03/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENV,Individual Delegated Authority,325414,Biological Product (except Diagnostic) Manufacturing,Short Term,Monera Technologies Corporation,,Monera Technologies Corporation,Allentown,PA,Pennsylvania,Multiple - Borrowers,Multiple - PSORs,,400000,0,0,0,400000,0,0,,,325414,,Biological Product (except Diagnostic) Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2021,09682014ST1004,682014,Approved,03/02/2021 12:00:00 AM,5/1/2021,05/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334290,Other Communications Equipment Manufacturing,Short Term,"IP Technology Labs, LLC",,"IP Technology Labs, LLC",Baltimore,MD,Maryland,Multiple - Borrowers,Multiple - PSORs,,100000,96111,0,0,100000,0,0,,,334290,,Other Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2021,09683956ST1004,683956,Approved,05/04/2021 12:00:00 AM,7/1/2021,07/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,Mobile Semiconductor Corporation,,Mobile Semiconductor Corporation,Seattle,WA,Washington,Multiple - Borrowers,Multiple - PSORs,,400000,644250,0,0,400000,0,0,,,334413,,Semiconductor and Related Device Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2021,09684882ST1004,684882,Approved,05/27/2021 12:00:00 AM,6/1/2021,06/01/2022 12:00:00 AM,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Short Term,"MediVision, Inc.",,"MediVision, Inc.",Anaheim,CA,California,Multiple - Borrowers,Multiple - PSORs,,100000,32513.5,0,0,100000,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
