"ProjectAbbreviation","ProjectName","ProjectPlatform","Fiscal.Year","Action_Obligation"
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",1999,33692686
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",2000,12740314
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",2001,25788112
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",2002,27884659
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",2003,22838045
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",2010,-6000
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",2011,-77574
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2000,52151234
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2001,32600971
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2002,48414028
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2003,31359280
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2004,51993536
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2005,29170698
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2006,27963599
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2007,-1950785
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2008,850449
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2009,-99419.5938
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2010,-635416.9375
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2011,-1035087.1806
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2012,-331294.9727
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2013,234326.96
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2014,-121659.73
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2016,45377.9219
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2017,26651.1602
"CMN","RIM-66 STANDARD MISSILE (","Ordnance and Missiles",2018,0
"CNA","CNA",NA,2002,19013378
"CNA","CNA",NA,2003,101896522
"CNA","CNA",NA,2004,257539970
"CNA","CNA",NA,2005,157649702
"CNA","CNA",NA,2006,25835485
"CNA","CNA",NA,2007,12687647
"CNA","CNA",NA,2008,182750
"CNA","CNA",NA,2009,-10193.9303
"CNA","CNA",NA,2010,-37883.2993
"CNA","CNA",NA,2011,-405480.5322
"CNA","CNA",NA,2012,-104493.9297
"CNA","CNA",NA,2013,-130872.26
"CNA","CNA",NA,2014,-95000.97
"CNA","CNA",NA,2015,-149732.1563
"CNA","CNA",NA,2016,-5848.4302
"CNA","CNA",NA,2018,0
"CNA","CNA",NA,2019,0
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",1990,692324000
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",1991,1457683000
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",1992,383554921
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",1993,1175871022
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",1994,731572020
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",1995,607007911
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",1996,712706756
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",1997,734316529
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",1998,595019034
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",1999,513890631
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2000,322095962
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2001,278027383
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2002,487785275
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2003,405421716
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2004,40823030
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2005,8952204
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2006,12455629
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2007,-5148788
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2008,312441
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2009,-709288.8658
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2010,-12689917.0663
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2011,-4571609.0866
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2013,-552997.72
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2014,-27254
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2016,1244282.9375
"CNE","PATRIOT MISSILE SYS","Ordnance and Missiles",2018,89637.0078
"CNG","CNG","Ordnance and Missiles",2001,-6e+05
"CNG","CNG","Ordnance and Missiles",2013,-379782.1
"CNG","CNG","Ordnance and Missiles",2014,-1028035.7
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",1990,1054967000
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",1991,1946422348
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",1992,2282952317
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",1993,2067187085
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",1994,1914083284
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",1995,1244554018
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",1996,1395775716
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",1997,997295316
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",1998,1270993885
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",1999,1396329434
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2000,1013764994
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2001,487938615
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2002,493741458
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2003,1508036605
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2004,19937500
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2005,4936401
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2006,4140268
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2007,5571685
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2008,149199
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2009,-2600008.6993
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2010,-302665.1043
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2011,-80408.3198
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2012,460774.7096
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2013,-1620976.02
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2014,-3240481.09
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2015,-693845.553
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2016,-72407.2891
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2017,-3742459.1408
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2018,-376693
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2019,-6124535.1719
"CNJ","UGM-96 TRIDENT","Ordnance and Missiles",2020,0
"CNN","CNN","Space Systems",2003,15203862
"CNN","CNN","Space Systems",2010,-23684.5498
"CNQ","CNQ","Ordnance and Missiles",2000,23173187
"CNQ","CNQ","Ordnance and Missiles",2001,13994565
"CNQ","CNQ","Ordnance and Missiles",2002,20665541
"CNQ","CNQ","Ordnance and Missiles",2003,22332500
"CNQ","CNQ","Ordnance and Missiles",2004,16931518
"CNQ","CNQ","Ordnance and Missiles",2005,8659158
"CNQ","CNQ","Ordnance and Missiles",2006,5214610
"CNQ","CNQ","Ordnance and Missiles",2007,5020991
"CNQ","CNQ","Ordnance and Missiles",2008,1874063
"CNQ","CNQ","Ordnance and Missiles",2009,404359
"CNQ","CNQ","Ordnance and Missiles",2010,624354.25
"CNQ","CNQ","Ordnance and Missiles",2011,0
"CNQ","CNQ","Ordnance and Missiles",2012,-33963
"CNQ","CNQ","Ordnance and Missiles",2013,-513664.44
"CNQ","CNQ","Ordnance and Missiles",2014,-19417
"CNQ","CNQ","Ordnance and Missiles",2015,-1317768.125
"CNQ","CNQ","Ordnance and Missiles",2018,-9287
"CNQ","CNQ","Ordnance and Missiles",2019,-39835
"CNQ","CNQ","Ordnance and Missiles",2020,0
"CNR","CNR","Ordnance and Missiles",2002,3299993
"CNR","CNR","Ordnance and Missiles",2003,4262696
"CNR","CNR","Ordnance and Missiles",2004,5888267
"CNR","CNR","Ordnance and Missiles",2005,4860675
"CNR","CNR","Ordnance and Missiles",2006,-910029
"CNR","CNR","Ordnance and Missiles",2007,0
"CNR","CNR","Ordnance and Missiles",2009,-1552457
"CNR","CNR","Ordnance and Missiles",2015,0
"CNT","CNT",NA,2003,23726243
"CNT","CNT",NA,2004,3001831
"CNT","CNT",NA,2005,3806670
"CNT","CNT",NA,2006,2e+06
"CNT","CNT",NA,2007,0
"CNT","CNT",NA,2008,-53857
"CNT","CNT",NA,2009,0
"CNT","CNT",NA,2010,0
"CNT","CNT",NA,2011,-1820263.75
"CNT","CNT",NA,2012,-1.14
"CNT","CNT",NA,2016,0
"CNT","CNT",NA,2017,180720.7344
"CNU","CNU",NA,2002,1332086
"CNU","CNU",NA,2003,89964
"CNU","CNU",NA,2004,49940
"CNU","CNU",NA,2005,1663562
"CNU","CNU",NA,2008,-158491.9375
"CNU","CNU",NA,2009,-25000
"CNU","CNU",NA,2013,-57723.14
"CNU","CNU",NA,2016,-822.24
"CNW","GBR - GROUND BASED RADAR","Missile Defense",2001,3276974
"CNW","GBR - GROUND BASED RADAR","Missile Defense",2002,-94940
"CNW","GBR - GROUND BASED RADAR","Missile Defense",2003,3794991
"CNW","GBR - GROUND BASED RADAR","Missile Defense",2004,16623065
"CNW","GBR - GROUND BASED RADAR","Missile Defense",2005,12948233
"CNW","GBR - GROUND BASED RADAR","Missile Defense",2006,14396009
"CNW","GBR - GROUND BASED RADAR","Missile Defense",2007,20682704.9062
"CNW","GBR - GROUND BASED RADAR","Missile Defense",2008,1522661.375
"CNW","GBR - GROUND BASED RADAR","Missile Defense",2009,-1464300.9375
"CNW","GBR - GROUND BASED RADAR","Missile Defense",2010,-850865.1758
"CNW","GBR - GROUND BASED RADAR","Missile Defense",2011,-1009243.3594
"CNW","GBR - GROUND BASED RADAR","Missile Defense",2012,-4944730.9688
"CNW","GBR - GROUND BASED RADAR","Missile Defense",2013,-23922.47
"CNW","GBR - GROUND BASED RADAR","Missile Defense",2015,0
"CNW","GBR - GROUND BASED RADAR","Missile Defense",2016,0
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",1995,282889950
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",1996,245863000
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",1997,348160681
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",1998,302687417
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",1999,276570941
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2000,427393585
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2001,567514850
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2002,770886872
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2003,734893178
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2004,611745524
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2005,638010178
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2006,791223990
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2007,580520560
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2008,403608313
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2009,416757371
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2010,287211640.2656
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2011,147373827.0645
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2012,54587040.4375
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2013,27174261.37
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2014,-6735766.88
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2015,-534233.07
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2016,-1062385.625
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2017,-1667161.625
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2018,-5996201.8437
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2019,-633691.625
"CNX","THAAD-THEATER HIGH ALT AI","Missile Defense",2020,-776000
"CNY","CNY",NA,2003,803882
"CNY","CNY",NA,2004,10000002
"CNY","CNY",NA,2005,3694963
"CNY","CNY",NA,2006,4344442
"CNY","CNY",NA,2007,2658332
"CNY","CNY",NA,2008,-5e+05
"CNY","CNY",NA,2011,-280000
"CNY","CNY",NA,2015,-52409.0781
"CNZ","CNZ","Ships & Submarines",2000,78284892
"CNZ","CNZ","Ships & Submarines",2001,86100852
"CNZ","CNZ","Ships & Submarines",2002,-950000
"CNZ","CNZ","Ships & Submarines",2004,168621
"CNZ","CNZ","Ships & Submarines",2005,-125207
"CNZ","CNZ","Ships & Submarines",2012,-206881.7695
"CNZ","CNZ","Ships & Submarines",2013,0
"CPS","TOMAHAWK STRIKE COOR MDLE (TSCM)","Ordnance and Missiles",2000,1896132
"CPS","TOMAHAWK STRIKE COOR MDLE (TSCM)","Ordnance and Missiles",2001,2462024
"CPS","TOMAHAWK STRIKE COOR MDLE (TSCM)","Ordnance and Missiles",2002,2586334
"CPS","TOMAHAWK STRIKE COOR MDLE (TSCM)","Ordnance and Missiles",2003,310000
"CPS","TOMAHAWK STRIKE COOR MDLE (TSCM)","Ordnance and Missiles",2004,1150000
"CPS","TOMAHAWK STRIKE COOR MDLE (TSCM)","Ordnance and Missiles",2005,1195427
"CPS","TOMAHAWK STRIKE COOR MDLE (TSCM)","Ordnance and Missiles",2006,372000
"CPS","TOMAHAWK STRIKE COOR MDLE (TSCM)","Ordnance and Missiles",2017,0
"CPS","TOMAHAWK STRIKE COOR MDLE (TSCM)","Ordnance and Missiles",2019,0
"CPS","TOMAHAWK STRIKE COOR MDLE (TSCM)","Ordnance and Missiles",2020,0
"CRV","MULTIPLE LAUNCH ROCKET SY","Ordnance and Missiles",2001,1473583
"CRV","MULTIPLE LAUNCH ROCKET SY","Ordnance and Missiles",2002,233685
"CRV","MULTIPLE LAUNCH ROCKET SY","Ordnance and Missiles",2004,-21572
"CRV","MULTIPLE LAUNCH ROCKET SY","Ordnance and Missiles",2005,-202196
"CRV","MULTIPLE LAUNCH ROCKET SY","Ordnance and Missiles",2006,-11521
"CRV","MULTIPLE LAUNCH ROCKET SY","Ordnance and Missiles",2009,-179017.8281
"DBV","BRADLEY, INFANTRY FT VEH ","Land Vehicles",2004,-17742
"DBV","BRADLEY, INFANTRY FT VEH ","Land Vehicles",2009,-499359.9063
"DCP","CARRIER M113 MODS","Land Vehicles",1994,-41717
"DCP","CARRIER M113 MODS","Land Vehicles",1997,98455
"DCP","CARRIER M113 MODS","Land Vehicles",2000,135275
"DCP","CARRIER M113 MODS","Land Vehicles",2001,52970
"DCP","CARRIER M113 MODS","Land Vehicles",2002,588170
"DCP","CARRIER M113 MODS","Land Vehicles",2003,5244345
"DJN","DJN","Land Vehicles",2001,1651701
"DJN","DJN","Land Vehicles",2003,75659
"DJN","DJN","Land Vehicles",2004,18054
"DJN","DJN","Land Vehicles",2006,214206
"DJN","DJN","Land Vehicles",2007,1568054
"EBE","EBE","Ordnance and Missiles",2000,1745147
"EBE","EBE","Ordnance and Missiles",2001,123766
"EBE","EBE","Ordnance and Missiles",2002,31004843
"EBE","EBE","Ordnance and Missiles",2003,37721132
"EBE","EBE","Ordnance and Missiles",2004,32310052
"EBE","EBE","Ordnance and Missiles",2005,7200000
"EBE","EBE","Ordnance and Missiles",2010,-33059.7695
"EBE","EBE","Ordnance and Missiles",2011,-592009.375
"EBE","EBE","Ordnance and Missiles",2012,-40290.6094
"EBE","EBE","Ordnance and Missiles",2013,-4762.64
"EBE","EBE","Ordnance and Missiles",2014,-35396.41
"EBE","EBE","Ordnance and Missiles",2017,-1034248.875
"EBJ","EBJ",NA,2000,93074196
"EBJ","EBJ",NA,2001,50235711
"EBJ","EBJ",NA,2002,20725549
"EBJ","EBJ",NA,2003,73204434
"EBJ","EBJ",NA,2004,52513089
"EBJ","EBJ",NA,2005,47781910
"EBJ","EBJ",NA,2006,-58090.1406
"EBJ","EBJ",NA,2011,-4776.3999
"EBJ","EBJ",NA,2012,-411.04
"EBJ","EBJ",NA,2013,-17767.15
"FQG","FQG",NA,2000,7930077
"FQG","FQG",NA,2001,17794933
"FQG","FQG",NA,2002,41141025
"FQG","FQG",NA,2003,73391828
"FQG","FQG",NA,2004,70544517
"FQG","FQG",NA,2005,93097948
"FQG","FQG",NA,2006,81167086
"FQG","FQG",NA,2007,46771037
"FQG","FQG",NA,2008,-1970494
"FQG","FQG",NA,2011,3229
"FQG","FQG",NA,2012,-1119690.125
"FQG","FQG",NA,2015,0
"FQG","FQG",NA,2016,0
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2000,33162242
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2001,15150728
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2002,10094967
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2003,18780024
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2004,9888450
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2005,15485637
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2006,14227117
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2007,11469109
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2008,2456923.625
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2009,126923.3906
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2010,-765950.8807
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2011,-379298.9063
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2012,38604.4297
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2013,-42183.83
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2014,-70.91
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2016,0
"FVH","AMMUNITION SIMULATORS, AL","Ordnance and Missiles",2018,-46565.1719
"GAJ","GAJ","Electronics, Comms, & Sensors",2000,115401731
"GAJ","GAJ","Electronics, Comms, & Sensors",2001,165439852
"GAJ","GAJ","Electronics, Comms, & Sensors",2002,232382663
"GAJ","GAJ","Electronics, Comms, & Sensors",2003,211268276
"GAJ","GAJ","Electronics, Comms, & Sensors",2004,131166096
"GAJ","GAJ","Electronics, Comms, & Sensors",2005,361189573
"GAJ","GAJ","Electronics, Comms, & Sensors",2006,446931036
"GAJ","GAJ","Electronics, Comms, & Sensors",2007,273421685.9131
"GAJ","GAJ","Electronics, Comms, & Sensors",2008,313082246.9923
"GAJ","GAJ","Electronics, Comms, & Sensors",2009,240230307.9064
"GAJ","GAJ","Electronics, Comms, & Sensors",2010,210269367.0122
"GAJ","GAJ","Electronics, Comms, & Sensors",2011,187615381.461
"GAJ","GAJ","Electronics, Comms, & Sensors",2012,106509605.3789
"GAJ","GAJ","Electronics, Comms, & Sensors",2013,19820830.53
"GAJ","GAJ","Electronics, Comms, & Sensors",2014,-4114950.69
"GAJ","GAJ","Electronics, Comms, & Sensors",2015,-3441476
"GAJ","GAJ","Electronics, Comms, & Sensors",2016,0
"GAJ","GAJ","Electronics, Comms, & Sensors",2017,0
"GAJ","GAJ","Electronics, Comms, & Sensors",2018,-3198208
"GDE","GDE",NA,2017,0
"GVE","SATELLITE COMMUNICATIONS","Space Systems",1990,84803000
"GVE","SATELLITE COMMUNICATIONS","Space Systems",1991,110820000
"GVE","SATELLITE COMMUNICATIONS","Space Systems",1992,101080518
"GVE","SATELLITE COMMUNICATIONS","Space Systems",1993,67115415
"GVE","SATELLITE COMMUNICATIONS","Space Systems",1994,101776649
"GVE","SATELLITE COMMUNICATIONS","Space Systems",1995,107276728
"GVE","SATELLITE COMMUNICATIONS","Space Systems",1996,77322875
"GVE","SATELLITE COMMUNICATIONS","Space Systems",1997,90469629
"GVE","SATELLITE COMMUNICATIONS","Space Systems",1998,93570415
"GVE","SATELLITE COMMUNICATIONS","Space Systems",1999,98744494
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2000,22059586
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2001,31657134
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2002,130090808
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2003,96784389
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2004,24410459
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2005,14860487
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2006,4247420
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2007,2398634.255
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2008,-9799.7012
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2009,-58357.8116
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2010,-109438.0001
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2011,-80850.1397
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2012,-406358.7188
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2013,-22680.82
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2014,-110611.33
"GVE","SATELLITE COMMUNICATIONS","Space Systems",2016,0
"M05","DPPS",NA,2005,61952
"M13","CHCS II",NA,2006,6820311
"M15","DMS",NA,2006,951535
"M15","DMS",NA,2009,0
"M16","SPS",NA,2005,1367479
"M16","SPS",NA,2007,278111
"M16","SPS",NA,2009,39178.5498
"M16","SPS",NA,2010,479499.1929
"M16","SPS",NA,2011,161556.7295
"M16","SPS",NA,2012,0
"M16","SPS",NA,2016,-7053.6201
"M17","BSM ENERGY",NA,2004,29191061
"M17","BSM ENERGY",NA,2005,305518
"M17","BSM ENERGY",NA,2006,460955
"M23","NSIPS",NA,2004,970606
"M85","BSM",NA,2004,97446
"M87","ILS-S",NA,2012,4837089
"M87","ILS-S",NA,2013,25097099
"M87","ILS-S",NA,2014,42835552
"M87","ILS-S",NA,2015,9686920.4
"M87","ILS-S",NA,2016,14995229.832
"M87","ILS-S",NA,2017,11437030.6866
"M87","ILS-S",NA,2018,-1945164.2656
"M87","ILS-S",NA,2019,0
"M90","GCCS-M","Electronics, Comms, & Sensors",2004,659103
"M94","TELEPORT","Space Systems",2004,246718.9375
"M94","TELEPORT","Space Systems",2005,-62910
"M94","TELEPORT","Space Systems",2006,935122
"M94","TELEPORT","Space Systems",2007,1123253.0469
"M94","TELEPORT","Space Systems",2008,4523652.3048
"M94","TELEPORT","Space Systems",2009,5185224.1095
"M94","TELEPORT","Space Systems",2010,1488116.2188
"M94","TELEPORT","Space Systems",2011,1004177.1563
"M94","TELEPORT","Space Systems",2012,847429.0938
"M94","TELEPORT","Space Systems",2013,141042.17
"M94","TELEPORT","Space Systems",2014,-4267.15
"M94","TELEPORT","Space Systems",2018,0
"M94","TELEPORT","Space Systems",2019,-148342.9609
"M99","CMM","Ordnance and Missiles",2012,80600
"M99","CMM","Ordnance and Missiles",2014,3000
"N02","DJC2","Electronics, Comms, & Sensors",2004,13618
"N08","NAVY ERP",NA,2009,531153.9375
"N08","NAVY ERP",NA,2010,2429662.7969
"N08","NAVY ERP",NA,2011,2052533
"N08","NAVY ERP",NA,2012,2452490
"N08","NAVY ERP",NA,2013,2368850
"N08","NAVY ERP",NA,2014,1762400
"N18","DADS",NA,2009,161340
"N19","DCAPES",NA,2011,70195.2109
"SCY ","SCY ","Ships & Submarines",2000,233418221
"SCY ","SCY ","Ships & Submarines",2001,191136725
"SCY ","SCY ","Ships & Submarines",2002,198524968
"SCY ","SCY ","Ships & Submarines",2003,140292497
"SCY ","SCY ","Ships & Submarines",2004,253101723
"SCY ","SCY ","Ships & Submarines",2005,222610561
"SCY ","SCY ","Ships & Submarines",2006,-42355733
"SCY ","SCY ","Ships & Submarines",2007,-6559632
