"SimpleArea","ProductServiceOrRnDarea","ProductOrServiceCode","ProductOrServiceCodeText","MDAcat","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Services","PAMS","R421","TECHNICAL ASSISTANCE","Other via Platform Portfolio",5215000,6145000,9861160,1062828,3146104,1807685,1088610,4053442,3990432,3836919,4042887,1426889,835939,5524000,5864549,23265679,11283298,16746690.4786,22986798.4507,26037184.2253,26869508.0127,12516398.3115,4578037.6187,793585.96,24057.06,0,,-11375,,,-153424
"Services","PAMS","R422","MARKET RESEARCH & PUBLIC OPINION SE","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,3924735,5650107,5839393,6882126,6262712.1387,1754399,,,,,,,,
"Services","PAMS","R423","INTELLIGENCE SERVICES","Other via Platform Portfolio",,,,,123064,1065425,,2658756,3210889,3405260,3473517,1281388,,,,31801,,,,,,,,,,,6085683.8672,10845326.9863,12146371.3125,14698446.8712,12354243.5098
"Services","PAMS","R424","EXPERT WITNESS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
"Services","PAMS","R425","ENGINEERING AND TECHNICAL SERVICES","Other via Platform Portfolio",214919000,268784121,207953321,238534180,266928173,317393376,351227953,286619708,280370685,253580611,66264530,71909083,176665776.625,182950811.0938,195137084.625,257584112,216037341.7402,330918604.6207,417548885.9788,682470469.5129,613697888.3835,572211918.235,539930730.6176,729147494.6999,735116497.7662,967563644.0429,957481153.8182,1088026697.5201,815140282.302,894770253.4411,757027425.1296
"Services","PAMS","R426","COMMUNICATIONS SERVICES","Other via Platform Portfolio",,,1552900,49600,74230,,,,407570,,438270,,8700,20472407,9025,48449,26044756,0,2156966,10605.6601,-115482.5762,408025.8996,5963496.5867,653574.99,57024.61,41064.7005,7000.2601,,8500,-49884.5117,8500
"Services","PAMS","R427","PROF SVCS/WEATHER RPT-OBSERV","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,-14000,,,6324,6324,0,,,,10061.76,10081.76,10081.76,10334.72
"Services","PAMS","R428","INDUSTRIAL HYGIENICS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,1063241,1094817,0,,-63696.8672,,,,,,,,,
"Services","PAMS","R430","SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,2725619.71,5672372.6737,5402663.4326,5251358.8589,5511511.3936,4957555.581
"Services","PAMS","R431","SUPPORT- PROFESSIONAL: HUMAN RESOURCES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,32000,39650,108390.35,857772.4978,2830227.8624,7353643.1428,6489838.3455,7453053.4493,6877564.9297
"Services","PAMS","R497","PERSONAL SERVICES CONTRACTS","Other via Platform Portfolio",,,,,,,,,,,,,,32100,9685,,,,,,,,,,,,4000,-2284,,,
"Services","PAMS","R498","PATENT AND TRADEMARK SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,190500,,,,,,,,,,,,,,
"Services","PAMS","R499","OTHER PROFESSIONAL SERVICES","Other via Platform Portfolio",2929000,5002000,5129807,4360909,5021593,5941255,2482096,1100016,95421,5198190,1089696,2541055,901557,-2223020,37578419,16550824,58340819.875,107216234.6876,121466266.8919,114431099.3517,87575042.0176,72792803.9557,21452974.2739,80014430.2258,106998500.1,116127576.0747,132581617.4855,78304185.5841,96766630.9751,62445681.77,7391992.4221
"Services","PAMS","R602","COURIER AND MESSENGER SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,80000,20000,40000,,-310,,-92608.1796,,13000,3000,,,,-1020.61,-1787.27,,
"Services","PAMS","R604","MAILING AND DISTRIBUTION SERVICES","Other via Platform Portfolio",,,,,,,,,,,137760,146271,154360,161712,164009,163953,139659,,-7606.5601,184840.1563,,,,,147929.8,943190.5844,927266.211,1196574.0922,1313276.4844,1495016.625,1182508.9902
"Services","PAMS","R606","COURT REPORTING SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,-1106,,,,,,,,,,,,,,,,
"Services","PAMS","R607","SUPPORT- ADMINISTRATIVE: WORD PROCESSING/TYPING","Other via Platform Portfolio",,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,
"Services","PAMS","R608","ADMIN SVCS/TRANSLATION-SIGN LANGUAG","Other via Platform Portfolio",,,,,,,,,,,,,,,,11420,,5140,,,,,,,,,,,21102.5,21427.5,24462.5
"Services","PAMS","R610","PERSONAL PROPERTY MANAGEMENT SERVIC","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,51632.0391,,,314419.5938,314419.5938,366120.2071
"Services","PAMS","R612","INFORMATION RETRIEVAL","Other via Platform Portfolio",,,,297075,572596,414990,75208,,,,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","R613","POST OFFICE SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,1560,,,,,,
"Services","PAMS","R614","PAPER SHREDDING SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11791,
"Services","PAMS","R615","SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,
"Services","PAMS","R699","OTHER ADMINISTRATIVE SUPPORT SVCS","Other via Platform Portfolio",5736000,,,,,,,26371074,4453340,533476,2092591,2959219,3230208,4607592,4801048,8978875,11906685,20987616,28558829.8085,34082917.535,26588836.2435,14115735.4016,13234949.0675,25675287.7191,17960629.0338,20459863.3027,12413198.9396,2373377.4824,3604310.3851,5957197.195,5204011.1646
"Services","PAMS","R701","ADVERTISING SERVICES","Other via Platform Portfolio",,,,3e+05,347306,,,,,,,,,-9641,,,,,14900,128250,,,,,,,,,,,
"Services","PAMS","R702","DATA COLLECTION SERVICES","Other via Platform Portfolio",99000,30000,4647092,1678847,918650,739105,268000,,,,479692,,,,663689,,,,10692,,,33000,58000,28229,0,-23080,,,,,
"Services","PAMS","R703","ACCOUNTING SERVICES","Other via Platform Portfolio",,95000,75000,3942963,115115,524881,702354,652459,970606,847044,2973437,2333600,2425700,,2289996.25,4667116,3640072,4724146.8594,5293364.397,4619792.5899,3266541.2109,2491435.2266,2334826.4688,900137.85,1178261.32,1869867,1386182.4062,14995544.3301,23123817.6448,-1130907.4844,-11409.0703
"Services","PAMS","R704","AUDITING SERVICES","Other via Platform Portfolio",,,,274123,,,,,,50000,,4951442,2249097,3331130,46149,,174000,30458,,-2618.8701,,,,,,,,,,,
"Services","PAMS","R706","LOGISTICS SUPPORT SERVICES","Other via Platform Portfolio",28380000,132349000,19792531,15163041,9852021,7954497,8390487,1468838,5705079,2060044,10699595,9961894,25021107,9847111,15288288,9519970,14203636,16328691.422,9974754.7982,5862728.7432,6934053.4087,8755722.8335,4483121.5659,11624980.88,8627570.48,110870152.697,-2391302.0255,33933397.1766,134055510.3077,136213959.4231,144462691.5045
"Services","PAMS","R707","MGT SVCS/CONTRACT & PROCUREMENT SUP","Other via Platform Portfolio",,117000,,4100000,302408,6288337,6846333,4488174,5619945,4104666,6356549,1666049,5126240,6134144,1195078,1308375,10372662,4675650.9302,2415338.6719,2475575.6251,2422684.9154,789993.4689,25856.5511,-112798.52,-111923.37,,122696.6016,,,412472.4063,15698782.3105
"Services","PAMS","R708","PUBLIC RELATIONS SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,68000,,18630,,1483246,2102978.2187,2590746.9922,1124782,588837.8594,547000,158828.79,-91625.7919,-35350.6004,,,27361.5801,101861.22
"Services","PAMS","R710","FINANCIAL SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,0,701663.125,1338558.8799,1894413,2685274,9076858.4297,14486428.29,8867578,4484032.75,8650936.3988,8463563.6407,16619353.5937,24245997.2071,45096895.6489,35472790.9375
"Services","PAMS","R712","COIN MINTING","Other via Platform Portfolio",,,,,,,,,,,,,,,4691,20884,,,,,,,,,,,,,,,
"Services","PAMS","R799","OTHER MANAGEMENT SUPPORT SERVICES","Other via Platform Portfolio",101962000,20462455,37675921,63808681,42744735,57191437,31341886,62541667,43996178,15646260,5315078,2365457,3866143,11598600,19312260.0313,22383284,23698734,49221119.2343,57908157.5616,60536059.0182,78123844.072,39230927.7911,19537760.1356,5375121.27,26534641.45,11169227.8385,26437775.4032,29248357.386,24881875.0264,16367667.7461,24654727.0548
"Services","FRS&C","S111","GAS SERVICES","Other via Platform Portfolio",,,,,,-1916764,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","FRS&C","S112","ELECTRIC SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,4186,,,798943,30164277,-1988590,-128735.875,,1180114,0,,,,676134.875,,-131559.625,
"Services","ICT","S113","TELEPHONE AND-OR COMMUNICATIONS SER","Other via Platform Portfolio",,,,,,,,,,,,,,81525,132343,291677,397735,3620103.8301,352136.2266,1049449.3642,1794560.0587,1185001.8659,845747.8338,136131.83,,,,,0,-148342.9609,
"Services","FRS&C","S114","UTILITIES- WATER","Other via Platform Portfolio",,,,,,,,,,,,,,,660,,,,,,,,,,,,,,,,
"Services","FRS&C","S119","OTHER UTILITIES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,36890,,,13992,140400.1214,-2771.3,,,,-2320.3501,,0,
"Services","FRS&C","S201","CUSTODIAL JANITORIAL SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,35479,-692,,,2011733.7773,1950032.9299,1745545.1855,1640399.45,1280619.32,2665774.8301,2344345.375,2708167.2188,2450235.8282,3059680.2109,3941342.6798
"Services","FRS&C","S203","FOOD SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,3659,,,,,,,,,,,,,,,,
"Services","FRS&C","S205","HOUSEKEEPING- TRASH/GARBAGE COLLECTION","Other via Platform Portfolio",,,,,,,,248818,119448,129864,,,,,,,,,,15050,7992.3999,,,6916,8164,22880,-8380.6299,0,20043.8794,18265.6206,75344.5
"Services","FRS&C","S206","GUARD SERVICES","Other via Platform Portfolio",,7192000,9083946,8560348,6213406,4518834,828842,483758,28427,802435,,,325200,129830,7662629.75,9199525,12280636.0508,24841114.4728,31855296.9789,16128152.3789,15354638.6099,15661495.2032,16146459.8447,19648900.8,11191870.79,15075404.7289,22788021.0546,17508034.381,17588833.7511,17184451.5094,11694892.9318
"Services","FRS&C","S208","HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING","Other via Platform Portfolio",,,,,,,,,,,,,,,650,,,,59358,-300,,,,,,0,0,14375,0,75097.5,46905
"Services","FRS&C","S209","HOUSEKEEPING- LAUNDRY/DRYCLEANING","Other via Platform Portfolio",,,,,128035,,,,,,,,,,,,0,,,,,,,,,,,,,,
"Services","FRS&C","S211","HOUSEKEEPING- SURVEILLANCE","Other via Platform Portfolio",,,,,,,,,,,,,,,267795,,,,,,,11913,7420,,,,,,,,
"Services","FRS&C","S214","CARPET LAYING AND CLEANING","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,9650.3701,80,,,,,,,0,47013.5195
"Services","FRS&C","S215","HOUSEKEEPING- WAREHOUSING/STORAGE","Other via Platform Portfolio",,,,,,,823359,747080,746299,831123,22435519,21728253,912566,128851,232611,164651,2405336,2705807.15,-13085.8106,,,-0.01,,,3754.32,,,,19458,,
"Services","FRS&C","S216","FACILITIES OPERATIONS SUPPORT SVCS","Other via Platform Portfolio",,,,,,,,,,,-521105,-1700000,-1526534,,1701824,11892535,7776264,31611722.3594,14719424.4994,54307049.8281,30845559.5722,40642788.0496,252883159.6111,24221428.11,33770099.81,76657354.3725,36141639.1512,200165061.1081,10110071.0467,11987199.722,12409199.9518
"Services","FRS&C","S218","HOUSEKEEPING- SNOW REMOVAL/SALT","Other via Platform Portfolio",,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
"Services","FRS&C","S222","HOUSEKEEPING- WASTE TREATMENT/STORAGE","Other via Platform Portfolio",,,,,,,,,,,,,,,,,9035,,,,,,,,,,,,,,
"Services","FRS&C","S299","HOUSEKEEPING- OTHER","Other via Platform Portfolio",,,,,,,,,,,,,,,,79925,28375,,,,,,,,,,519.41,,,,
"Services","PAMS","T001","ARTS/GRAPHICS SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,375000,471195,326248,421380,207041,132009.571,38913,,-1.21,-0.41,,,,,,,4416264.3125
"Services","PAMS","T002","CARTOGRAPHY SERVICES","Other via Platform Portfolio",,23211000,2466714,-348996,-595963,,-319768,,,,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","T006","FILM/VIDEO TAPE PRODUCTION SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,18300,,,,,,,,,,,,,
"Services","PAMS","T009","AERIAL PHOTOGRAPHIC SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,20417,,,,,,,,,,,,,,
"Services","PAMS","T012","PHOTO/MAP/PRINT/PUBLICATION- REPRODUCTION","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,,
"Services","PAMS","T013","PHOTO/MAP/PRINT/PUBLICATION- TECHNICAL WRITING","Other via Platform Portfolio",2105000,-177000,2275175,77713,,,1395884,,,,,,,-102,,,73411,,,0,-3847.1001,1068.47,0,2242.46,,,,,,,316182.375
"Services","PAMS","T016","AUDIO/VISUAL SERVICES","Other via Platform Portfolio",,,,,,,,,,,35000,38975,34908,15000,,,3859,2250,,9977,9977,,,,,,,,,,
"Services","PAMS","T099","OTHER PHOTO MAPPING PRINTING SVC","Other via Platform Portfolio",,683000,399996,237336,583885,539740,,1e+05,1937785,,,,,-145,,6630,,,,123301.3125,0,,,,,,35608.3594,48858.6504,39596.7617,53602,55796.4004
"Services","PAMS","U001","EDUCATION/TRAINING- LECTURES","Other via Platform Portfolio",,,,,,,,,,,,,,,,8250,2750,,,,,,,,6900,,,,,0,
"Services","PAMS","U002","EDUCATION/TRAINING- PERSONNEL TESTING","Other via Platform Portfolio",,,-720692,,,,3675000,5273265,,,4600000,2696764,-279014,,,,,,,,,,,,,,,,,,
"Services","PAMS","U003","EDUCATION/TRAINING- RESERVE TRAINING (MILITARY)","Other via Platform Portfolio",,,,,,112650,,,,,,,,,,,,,,,,7550,,,,,,,,,
"Services","PAMS","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES","Other via Platform Portfolio",,,,,,,,,,,,,,42500,20838,78852,20686,,,291530,332000,22030,14960,,2755,18262,15768,,,0,
"Services","PAMS","U006","EDUCATION/TRAINING- VOCATIONAL/TECHNICAL","Other via Platform Portfolio",8762000,1290000,3184966,2775601,3809194,1687466,4939003,2104964,656596,718906,50676,175616,49088,,,,,58014,16000,,,,,,10600,,,,,,
"Services","PAMS","U008","EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT","Other via Platform Portfolio",11533000,5038000,1226617,7126776,4095203,90730,516226,,-36589,,,,280435,39979,,412480,257460,0,-18517,,,,,,187699,3227109.6606,6632127.9033,7434029.6534,5414173.4122,895411.3573,-166398.9529
"Services","PAMS","U009","EDUCATION SERVICES","Other via Platform Portfolio",31196000,15904719,18639242,8590832,6645753,-60043,335843,-46602,7049391,5451347,12365638,-450464,3937828,-69776,5515,,-1088443,23364801.0899,12069259,-4536,0,35116,250054.39,0,9236,,1606869,578469,565516,687342.5938,6122661.2031
"Services","PAMS","U010","CERT & ACCREDIATIONS FOR EDUCATIONA","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,21600,,,,18700,,-1060.5699,0,
"Services","PAMS","U011","AIDS TRAINING","Other via Platform Portfolio",,,,,,,,,,25500,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","U012","EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING","Other via Platform Portfolio",,,,,,,,,,,,,524727,3e+05,111945,100199,83755,100875,83542.3984,,-90757.4375,,,,,,,27080,,0,
"Services","PAMS","U099","EDUCATION/TRAINING- OTHER","Other via Platform Portfolio",6441000,5153000,445000,,-1455509,332185,533891,7102491,1050624,778520,190640,-67076,557041,141909,2112355,25300,87454.8809,224139.9199,9611234.6152,13781536.5,22499821,17842531.23,26566930,9577268.46,73284649,6653384.55,37894194.75,-1823815.625,-227803.6719,0,-818796.4375
"Services","ERS","V003","PACKING/CRATING SERVICES","Other via Platform Portfolio",,114000,120230,,,,,,,,237214,3676607,30076652,34961792,33263159,36111056.3462,2832090.4599,153229.481,-63521.3999,50609.1543,-515171.8526,-5485.4297,-14696.7996,-9737.05,-511.15,-38592.5313,4752.46849999999,6098280.9306,6222188.9376,7252904.9785,10956032.5627
"Services","ERS","V112","MOTOR FREIGHT","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,50000,72507.6992,103671.5596,17007.47,104731.6817,38748.8086,-33910.54,,-16419.6504,,,,,21000
"Services","ERS","V119","OTHER CARGO AND FREIGHT SERVICES","Other via Platform Portfolio",,,,,34960,,,,,,,,,,,173,,,,,,,,,,,,,,,
"Services","ERS","V121","AIR CHARTER FOR THINGS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,22500,,,,,-22500,,,,,,,
"Services","ERS","V124","MARINE CHARTER FOR THINGS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,1920,,,,,,,,,,,,,
"Services","ERS","V125","TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: VESSEL TOWING","Other via Platform Portfolio",,,,,,,,,,,,,,,,,75688,,,,,,,,,,,,,,
"Services","ERS","V126","SPACE TRANSP & LAUNCH","Other via Platform Portfolio",,,,,,39288,175000,,,,15653000,110930940,173215765,154578218,261293441,339612899,327782100,293347181.4375,339571683.544,390910458.3104,611640429.125,823966169.5547,901080295.393,2054829856.75,3711964570.9961,3053001302.6065,3305766645.1087,3630057586.5815,2267024863.7741,3701879739.2638,1447725379.5547
"Services","ERS","V129","OTHER VEHICLE CHARTER FOR THINGS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,1311.04,,,12405,
"Services","PAMS","V211","AIR PASSENGER SERVICE","Other via Platform Portfolio",,,,,,,,,,,,,,,,15800,15800,,,,,,,,,,,,,,
"Services","PAMS","V212","MOTOR PASSENGER SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,272995.9375,13344,,,,,1513283.4219,425527.7793,,,,,-50552.5508,,,,
"Services","PAMS","V213","RAIL PASSENGER SERVICE","Other via Platform Portfolio",,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,
"Services","PAMS","V214","MARINE PASSENGER SERVICE","Other via Platform Portfolio",,,,32590,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","V221","PASSENGER AIR CHARTER SERVICE","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,12000,,7820,0,,,,,,,,,
"Services","PAMS","V222","PASSENGER MOTOR CHARTER SERVICE","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,
"Services","PAMS","V231","LODGING - HOTEL/MOTEL","Other via Platform Portfolio",,,,,,,,,,43338,,,,21301,,60524,26625,,,15048.7998,17775.3999,27427.0798,66925,0,49050,,,-4080,105820,85034,105375
"Services","PAMS","V301","RELOCATION SERVICES","Other via Platform Portfolio",,,,,,,,42400,,,,,,,,,,,,21540,,35397.0391,,,,,,,,,
"Services","PAMS","V302","TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: TRAVEL AGENT","Other via Platform Portfolio",,,,,,,,,,,,,,,,,698060,833672,197329.1602,-59521.9492,,31291,44840,45840,46840,9671.4,-74487,,,,
"Services","PAMS","V999","OTHER TRAVEL SVCS","Other via Platform Portfolio",,,,,,,,,,1193793,,,,,,703,,,,,,,,,3300,,,,,,1480
"Services","ERS","W010","LEASE OR RENTAL OF EQUIPMENT- WEAPONS","Other via Platform Portfolio",656000,,,38041,81064,127330,,75582,,201348,279971,1774651,4003734,877465,1372944,465758,2002992,-1380680.0098,54600,362599.2392,356851.6133,1054726.2388,1492253.6402,119548.5,154437.54,5379833.0399,968292.2798,284288.2998,113582.6099,29033.2297,77299.54
"Services","ERS","W011","LEASE-RENT OF NUCLEAR ORDNANCE","Other via Platform Portfolio",,,,,,,,,,,,,,1681,,6453,-535,27794.8809,,,,,,,16174.68,,,,,,
"Services","ERS","W012","LEASE OR RENTAL OF EQUIPMENT- FIRE CONTROL EQUIPMENT","Other via Platform Portfolio",,,,,,,,80966,,,43000,14059766,7658134,6790086.0977,2200319.3517,10561966.5989,1219307.5801,3884067.9845,314637.4603,204033.0234,18764.2898,69262.7582,44400.2305,12070,66750,16008.03,412348.16,334752.7805,185971.1083,168355.3404,189462.0604
"Services","ERS","W013","LEASE OR RENTAL OF EQUIPMENT- AMMUNITION AND EXPLOSIVES","Other via Platform Portfolio",73000,,,,,,,,,,,,,165440,74823,29997,51981,276577,1311,,,30740,23999.96,123627,,,,,,,
"Services","ERS","W014","LEASE-RENT OF GUIDED MISSILES","Other via Platform Portfolio",,,,,,,,,,,440700,,,,,15750,568972,,,0,,,,0,,,,,29477.9709,,
"Services","ERS","W015","LEASE OR RENTAL OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",,-51000,,,,,,,,,,,,,,,12320,,,,,,,,,,,,,,
"Services","ERS","W018","LEASE OR RENTAL OF EQUIPMENT- SPACE VEHICLES","Other via Platform Portfolio",,2580000,,,,,,,,,,112773,120668,240689,221082,1431693.29,571697.8334,811713.3817,632569.9381,605863.9894,747021.8461,1364277.8893,872477.7653,1433417.8,1032071.42,1203437.1669,820646.2636,1224208.0207,584660.3737,197819.2699,202529.0904
"Services","ERS","W020","LEASE OR RENTAL OF EQUIPMENT- SHIP AND MARINE EQUIPMENT","Other via Platform Portfolio",,,,,,,,,,,,,,,,,26750,0,,,,,,,,,,845844,0,187200,187200
"Services","ERS","W023","LEASE OR RENTAL OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES","Other via Platform Portfolio",,,,,,,,,,,,,,,74635,7775,4333,6446,,4646.7202,,,,,,,,,,,
"Services","ERS","W025","LEASE OR RENTAL OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS","Other via Platform Portfolio",,,,,,,,,,,,,,,9000,-2250,,,,,,,,,,,,,,,
"Services","ERS","W036","LEASE OR RENTAL OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6300.25,
"Services","ERS","W038","LEASE OR RENTAL OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.5701,0
"Services","ERS","W039","LEASE OR RENTAL OF EQUIPMENT- MATERIALS HANDLING EQUIPMENT","Other via Platform Portfolio",,,,,,,,,,,,,,,,36702,5940,,,,,,,,,,,,159102,263882.8125,960957.8
"Services","ERS","W041","LEASE OR RENTAL OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,49000,-4476.97,,,14523.79,,,,
"Services","ERS","W045","LEASE OR RENTAL OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","Other via Platform Portfolio",,,,,,,,,,,,,,,,,70800,,,,,,,,,,,,,,
"Services","ERS","W054","LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES  AND SCAFFOLDING","Other via Platform Portfolio",,,,,,,,,,,,,,,,,-5260,,,,,,,,0,,,,0,,
"Services","ICT","W058","LEASE OR RENTAL OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT","Other via Platform Portfolio",,,,,,,,,,,,,,,,5000,36577,,,,,,,,,,,,,,
