fiscal_year	Customer	PlatformPortfolio	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	IsEntityAbove2018constant10ThousandThreshold	EntityCount	AllContractorCount	numberOfActions	ObligatedAmount
2007	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	8	8	0	0.0000
2008	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PID	1	0	0	0	1	1	3	3	5	197471.0938
2003	Defense	Aircraft	N	Sometimes Small Vendor	Duns	1	0	0	1	1	1	1	1	0	0.0000
2008	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	1	1	1	58776.0000
2011	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	1	0	0	0	1	0	4	4	5	16264.4900
1991	Defense	Ordnance and Missiles	L	Large Vendor	PID	NULL	NULL	1	1	1	1	46	46	NULL	6847860509.0000
2001	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	2	2	0	0.0000
2011	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	14	14	0	0.0000
2016	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	7	7	15	2036604.5359
2014	Defense	Facilities and Construction	J	Large: Big 5 JV	PID	1	0	1	1	1	1	2	2	12	-140517.4800
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	1	1	2	8850.0000
2003	Defense	Aircraft	L	Large Vendor	PID	1	0	0	1	1	1	1	1	5	85125.0000
2006	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	34	34	68	535560.5903
2015	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	5	5	8	52376.8500
2017	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	78	82	271	1640131.9307
2009	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	7	7	8	11970.9198
2011	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	8	8	17	25417.8300
2013	Defense	Other Services	M	Medium Vendor	PID	1	1	0	1	1	1	1	1	4	150541.5900
2016	Defense	Other Services	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	21	21	52	385856.1988
2016	Defense	Facilities and Construction	M	Medium Vendor	Duns	1	0	0	0	0	0	8	8	10	-1200.0000
2014	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	2	2	4	10230.0000
2002	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	13	13	18	1098482.0000
2001	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	27	27	199	75246156.0000
2011	Defense	Other Services	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	77	77	135	92848.3506
2020	Defense	Other Products	M	Medium Vendor	PID	1	0	1	1	1	1	19	19	958	451071751.0951
2018	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	74	88	585	112136064.7893
2019	Defense	Other Services	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	47	47	453	71650730.7711
2013	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	186	186	709	176266994.7291
2011	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	17	18	82	31574904.7840
2006	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	1	1	1	1	1	11	11	307	35361134.0498
2005	Defense	Aircraft	B	Big Five	PID	1	1	1	1	1	1	5	5	15147	24985655039.0648
2005	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	339	480	3568	76199260.0000
2004	Defense	Other Services	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	850	850	1540	4826076.0000
2011	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	334	476	4195	962410188.3734
2011	Defense	Ordnance and Missiles	L	Large Vendor	PID	1	1	1	1	1	1	55	55	3121	2999707038.8492
2010	Defense	Other Products	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	112	112	9807	275797431.0236
1993	Defense	Other Services	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	81	81	9	9959721.0000
1990	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	329	550	NULL	1676820000.0000
1993	Defense	Other Products	N	Sometimes Small Vendor	Duns	NULL	NULL	0	1	1	1	57	57	NULL	27984051.0000
1991	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	33	39	NULL	5871000.0000
1999	Defense	Other Products	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	10	10	34	2757215.0000
1998	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	4	4	6	-157733.0000
2015	Defense	Other Services	J	Large: Big 5 JV	PID	1	0	1	1	1	1	1	1	14	17640421.0000
2009	Defense	Other Products	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	2	2	4	4286.0400
2008	Defense	Other Services	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	1	1	0	0.0000
2001	Defense	Electronics, Comms, & Sensors	J	Large: Big 5 JV	PID	1	1	1	1	1	1	1	1	7	21092215.0000
2003	Defense	Space Systems	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	1	1	1	0.0000
1996	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	2043	2141	3838	304294610.0000
2010	Defense	Other Services	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	80	80	0	0.0000
2015	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	20	20	48	151023.2403
2008	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	7	7	17	142901.0000
2013	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	1	0	0	1	0	8	8	14	30507.6601
2018	Defense	Other Products	N	Sometimes Small Vendor	PID	1	1	0	0	1	0	1	1	5	22679.2500
2011	Defense	NULL	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	1	1	1	0.0000
2000	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	12	15	93	24981687.0000
2020	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	20	35	648	239627813.1729
2000	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PID	1	0	0	1	1	1	19	19	34	2310836.0000
2007	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	192	238	599	4280730.9305
2014	Defense	Facilities and Construction	M	Medium Vendor	Duns	1	1	0	0	1	0	9	9	13	54216.9600
2002	Defense	Other Services	M	Medium Vendor	PID	1	1	1	1	1	1	8	8	70	159873895.0000
2020	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	182	182	1673	35290750.7670
2011	Defense	Space Systems	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	18	18	139	41680938.6751
2014	Defense	Aircraft	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	28	29	166	44007829.8909
2005	Defense	Other Services	M	Medium Vendor	PID	1	1	1	1	1	1	11	11	135	249241836.0000
2018	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	363	363	1160	7456795.4495
2012	Defense	Other Products	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	30	30	88	633217.2671
2017	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	160	160	2012	709992613.2803
2014	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	26	30	89	2432185.1913
2005	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	162	219	815	26317612.9219
2019	Defense	Other Services	B	Big Five	PID	1	1	1	1	1	1	5	5	2659	2082688518.6835
2010	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	1456	1456	2750	21763323.6538
2016	Defense	Other Services	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	164	321	6819	312903513.1569
1988	Defense	Other Services	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	1	1	NULL	150000.0000
1993	Defense	Other Services	L	Large Vendor	Duns	NULL	NULL	1	1	1	1	1	1	NULL	200000.0000
1992	Defense	Ships & Submarines	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	27	27	2	1217800515.0000
1999	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	44	67	157	12442009.0000
1991	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	106	197	NULL	535347634.0000
1992	Defense	Space Systems	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	3	3	NULL	160522.0000
1989	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	2	2	NULL	73000.0000
1989	Defense	Other Services	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	NULL	2	2	NULL	308000.0000
2009	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	0	0	1	1	3	5004.0102
2009	Defense	Other Services	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	1	1	2	2575.7600
1997	Defense	Electronics, Comms, & Sensors	L	Large Vendor	PID	NULL	NULL	1	1	1	1	100	100	17566	6319614909.0000
1998	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	538	538	789	62170408.0000
1992	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	159	303	NULL	1400634393.0000
1999	Defense	Aircraft	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	112	112	2350	961059296.0000
2009	Defense	Land Vehicles	S	Always Small Vendor	PID	1	0	0	1	1	1	1	1	1	135456.5313
2019	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	4	4	8	20183.7207
2009	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	1	0	0	0	0	0	4	4	6	3468.7500
2018	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	Duns	1	1	0	1	1	1	1	1	1	32496.0000
2005	Defense	Other Products	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	0	0.0000
2011	Defense	Facilities and Construction	M	Medium Vendor	PID	1	0	0	0	0	0	3	3	5	-123813.0000
2009	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	11	11	17	112742.6094
2012	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	21	21	84	37230.0497
2017	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	1	0	0	1	0	3	3	10	11912.4900
2007	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	39	39	74	33049.6001
2008	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	17	17	0	0.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	3	4	13	8674.0000
2013	Defense	Missile Defense	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	5	72	23989329.1500
2018	Defense	Aircraft	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	16	16	39	-49888.5993
2009	Defense	Other Products	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	89	156	1081	19596011.2188
2005	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	79	79	254	190977363.9063
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	14	17	53	20169496.0200
2016	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	8	8	0	0.0000
2011	Defense	Other Products	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	141	141	8670	1666274674.5711
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	98	118	547	147487671.3800
2020	Defense	Ordnance and Missiles	M	Medium Vendor	PID	1	1	1	1	1	1	11	11	212	146737969.0222
2016	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	198	198	1642	137603597.5533
2012	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	116	141	327	2264869.5976
2005	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	85	85	372	10746104.8199
2009	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	146	227	4526	976985793.1689
2004	Defense	Other R&D and Knowledge Based	L	Large Vendor	PID	1	0	1	1	1	1	41	41	1723	973621529.1641
2008	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	69	71	196	1479809.6223
2009	Defense	Electronics, Comms, & Sensors	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	26	1918	246765399.3874
2011	Defense	Aircraft	J	Large: Big 5 JV	PID	1	0	1	1	1	1	6	6	862	2792405446.7929
2013	Defense	Other Services	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	208	208	5186	375282859.6943
1995	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	20	20	186	146623882.0000
1997	Defense	Other Services	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	105	149	497	102186365.0000
1989	Defense	NULL	M	Medium Vendor	Duns	NULL	NULL	0	0	0	0	3	3	NULL	NULL
1989	Defense	Facilities and Construction	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	NULL	3	3	NULL	-347000.0000
2004	Defense	NULL	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	1	1	1	0.0000
2015	Defense	Other Products	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	1	1	1	1	10330.9199
1991	Defense	Facilities and Construction	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	193	193	NULL	728511965.0000
1995	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	111	150	337	24790824.0000
1994	Defense	Other Products	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	24	24	26	632439.0000
1998	Defense	Other Products	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	1	15	15	18	439625.0000
2014	Defense	Other Products	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	22	22	0	0.0000
2014	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	8	8	15	88340.7600
2009	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	1	4	5	36	208844.2595
2004	Defense	Other Services	M	Medium Vendor	PID	1	0	0	0	1	1	1	1	1	9500.0000
2006	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	1	1	1	0.0000
2012	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	9	9	12	6355.6800
2015	Defense	Other Products	M	Medium Vendor	Duns	1	0	1	1	1	1	1	1	2	2262.1100
2014	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	122	122	528	13424983.2004
2019	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	171	171	447	508253.3797
2011	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	17	17	26	109850.6205
2009	Defense	Facilities and Construction	M	Medium Vendor	PID	1	0	0	1	1	1	22	22	75	3992906.2780
2017	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	49	49	2659	2149878.2506
2020	Defense	Missile Defense	M	Medium Vendor	PID	1	1	1	1	1	1	1	1	89	275822442.9268
2017	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	38	38	7945	184012415.0619
2012	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PID	1	0	1	1	1	1	54	54	744	83131272.8751
2013	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	69	80	761	10272243.3500
2006	Defense	Ordnance and Missiles	M	Medium Vendor	PID	1	1	1	1	1	1	6	6	54	91870595.5225
2007	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	113	113	177	14444518.5589
2018	Defense	Electronics, Comms, & Sensors	B	Big Five	PID	1	1	1	1	1	1	5	5	27407	11294982762.1526
2020	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	17	17	275	12662171.5482
2002	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	590	590	6136	2481565636.3321
2005	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	563	563	8768	157088288.3200
2018	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	1214	1214	19108	300891303.9365
2018	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	789	789	1452	15036761.2283
1996	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	0	9	9	11	-198074.0000
1992	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	0	1	1	NULL	-85284.0000
2007	Defense	Aircraft	M	Medium Vendor	PID	1	0	0	1	1	1	1	1	4	217554.0000
2019	Defense	Other Products	S	Always Small Vendor	PID	1	0	0	0	1	0	1	1	49	74925.9199
1992	Defense	Facilities and Construction	N	Sometimes Small Vendor	Duns	NULL	NULL	0	1	1	1	128	128	NULL	31471439.0000
1993	Defense	Other Services	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	81	125	2	119939305.0000
1991	Defense	Aircraft	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	4	NULL	177063539.0000
1995	Defense	Space Systems	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	3	3	8	1554257.0000
1995	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	27	27	39	-1419238.0000
1997	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	4	4	7	134472.0000
2017	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	0	0.0000
2005	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	1	1	0	0.0000
2012	Defense	Other Services	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	0	1	1	1	-4622.0000
2001	Defense	Space Systems	M	Medium Vendor	PID	1	0	0	1	1	1	1	1	1	74747.0000
2011	Defense	Space Systems	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	1	1	27	43929.0400
2003	Defense	NULL	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	1	1	1	19200.0000
2014	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	18	18	0	0.0000
2007	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	2	2	0	0.0000
2009	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	3	3	3	23752.5303
2009	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	2	2	0	0.0000
2010	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	1	0	0	0	1	0	2	2	3	894.8900
2018	Defense	Aircraft	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	0	0.0000
2019	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	11	11	18	21405.1209
2017	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	9	9	48	17708.5500
2015	Defense	Other Products	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	24	24	0	0.0000
2017	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	14	14	26	189984.3809
2011	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	11	11	23	53258.9699
2006	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	18	18	29	106688.8700
2010	Defense	Other Products	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	97	97	297	872281.6708
2003	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	13	13	147	1702022.0000
2008	Defense	Other Products	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	103	125	374	2516014.6997
2007	Defense	Other Products	S	Always Small Vendor	PID	1	1	1	1	1	1	2	2	3	216570.0000
2002	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	1	0	0	0	1	0	3	3	8	31643.0000
2012	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	92	92	0	0.0000
2006	Defense	Facilities and Construction	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	31	2557	448383215.7999
2010	Defense	Other Services	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	194	340	2747	163347995.2715
2016	Defense	Facilities and Construction	S	Always Small Vendor	Duns	1	0	1	1	1	1	19	19	89	50864646.0551
2003	Defense	Other Products	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	62	70	289	18071912.6396
2019	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	22	25	132	212788253.1482
2005	Defense	Other Services	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	29	35	107	898826.2801
2013	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	25	25	241	46175922.5650
2017	Defense	Aircraft	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	29	33	1545	34078346.7971
2018	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	558	558	8463	54193396.4127
2001	Defense	Other Products	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	1349	1349	4125	268139731.0000
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	11	19	289	74936034.5400
2011	Defense	Facilities and Construction	M	Medium Vendor	PID	1	1	1	1	1	1	64	64	2686	2536073626.8736
1996	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	0	1	1	1	-99632.0000
1991	Defense	Other R&D and Knowledge Based	B	Big Five	PID	NULL	NULL	1	1	1	1	6	6	NULL	338288390.0000
1995	Defense	Other Products	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	35	35	398	181936582.0000
1998	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	46	59	148	33124111.0000
1998	Defense	Other Products	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	300	300	2669	746946547.0000
1998	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	150	150	156	4836636.0000
1989	Defense	Other R&D and Knowledge Based	B	Big Five	PID	NULL	NULL	1	1	1	1	3	3	NULL	2231000.0000
2007	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	4	4	0	0.0000
2006	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	0	0	1	1	1	1306.0000
2011	Defense	Other Products	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	0	0.0000
2005	Defense	Space Systems	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	1	1	1	16335.0000
2014	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	1	1	1	0	0.0000
2015	Defense	Electronics, Comms, & Sensors	L	Large Vendor	PID	1	0	0	0	1	1	1	1	3	-8848.9502
2006	Defense	Other Products	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	29	29	0	0.0000
2004	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	14	14	18	1357956.0000
2007	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	2	2	0	0.0000
2003	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	5	5	6	100488.0000
2015	Defense	Facilities and Construction	M	Medium Vendor	PID	1	0	0	0	1	0	1	1	1	-5000.0000
2014	Defense	Aircraft	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	8	8	11	29610.0200
2012	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	11	11	20	114698.4296
2000	Defense	NULL	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	1	1	1	14592.8896
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	55	55	86	294129.0000
2010	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	13	13	55	390661.4697
2018	Defense	Ships & Submarines	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	5	5	88	695900.3901
2013	Defense	Aircraft	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	2	2	0	0.0000
2004	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	130	130	265	595435.3301
2003	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	50	58	123	5631278.0000
2007	Defense	Ordnance and Missiles	M	Medium Vendor	PID	1	0	1	1	1	1	11	11	38	609870070.6383
2005	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	233	233	312	1330770.1499
2010	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	65	68	258	1868270.5597
2003	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	3	3	28	3188927.0000
2007	Defense	Other Services	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	4	3	1322	145922429.9112
2009	Defense	Space Systems	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	23	23	94	28789639.0135
2008	Defense	Other Services	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	222	351	1660	115392716.7498
2008	Defense	Other Products	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	1237	1237	2061	7750540.0022
2004	Defense	Other Services	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	138	234	4334	14625177.8984
