"","Filename","Geographic.area.name","X.","X1997.NAICS.code","Meaning.of.1997.NAICS.code","X..1","Meaning.of.Type.of.operation.or.tax.status.code","X..2","Year","Number.of.establishments","Value.of.sales..shipments..receipts..revenue..or.business.done...1.000.","Annual.payroll...1.000.","Paid.employees.for.pay.period.including.March.12..number.","X2002.NAICS.code","Meaning.of.2002.NAICS.code","Number.of.paid.employees.for.pay.period.including.March.12","Relative.standard.error.of.estimate.of.number.of.establishments....","Relative.standard.error.of.estimate.of.the.value.of.business.done","Relative.standard.error.of.estimate.of.total.payroll....","Relative.standard.error.of.estimate.of.total.number.of.employees....","X2007.NAICS.code","Meaning.of.2007.NAICS.code","Number.of.paid.employees.for.period.including.March.12"
"4207","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","26,676","16,053,994","4,479,263",NA,NA,NA,NA,NA,NA,NA,NA,"8134","Civic and social organizations","229,766"
"4208","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","30,403","15,443,522","4,329,378",NA,NA,NA,NA,NA,NA,NA,NA,"8134","Civic and social organizations","256,654"
"4209","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","26,676","16,053,994","4,479,263",NA,NA,NA,NA,NA,NA,NA,NA,"81341","Civic and social organizations","229,766"
"4210","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","30,403","15,443,522","4,329,378",NA,NA,NA,NA,NA,NA,NA,NA,"81341","Civic and social organizations","256,654"
"4211","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","26,676","16,053,994","4,479,263",NA,NA,NA,NA,NA,NA,NA,NA,"813410","Civic and social organizations","229,766"
"4212","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","30,403","15,443,522","4,329,378",NA,NA,NA,NA,NA,NA,NA,NA,"813410","Civic and social organizations","256,654"
"4213","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","44,122","64,406,326","18,208,503",NA,NA,NA,NA,NA,NA,NA,NA,"8139","Business, professional, labor, political, and similar organizations","332,103"
"4214","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","44,856","56,997,414","15,210,472",NA,NA,NA,NA,NA,NA,NA,NA,"8139","Business, professional, labor, political, and similar organizations","327,189"
"4215","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","16,522","23,724,292","7,380,717",NA,NA,NA,NA,NA,NA,NA,NA,"81391","Business associations","112,831"
"4216","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","17,028","22,482,137","6,509,035",NA,NA,NA,NA,NA,NA,NA,NA,"81391","Business associations","116,055"
"4217","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","16,522","23,724,292","7,380,717",NA,NA,NA,NA,NA,NA,NA,NA,"813910","Business associations","112,831"
"4218","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","17,028","22,482,137","6,509,035",NA,NA,NA,NA,NA,NA,NA,NA,"813910","Business associations","116,055"
"4219","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","6,992","18,565,199","5,879,209",NA,NA,NA,NA,NA,NA,NA,NA,"81392","Professional organizations","84,198"
"4220","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","6,885","15,685,376","4,368,193",NA,NA,NA,NA,NA,NA,NA,NA,"81392","Professional organizations","76,186"
"4221","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","6,992","18,565,199","5,879,209",NA,NA,NA,NA,NA,NA,NA,NA,"813920","Professional organizations","84,198"
"4222","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","6,885","15,685,376","4,368,193",NA,NA,NA,NA,NA,NA,NA,NA,"813920","Professional organizations","76,186"
"4223","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","20,608","22,116,835","4,948,577",NA,NA,NA,NA,NA,NA,NA,NA,"81399","Other similar organizations (except business, professional, labor, and political organizations)","135,074"
"4224","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","20,943","18,829,901","4,333,244",NA,NA,NA,NA,NA,NA,NA,NA,"81399","Other similar organizations (except business, professional, labor, and political organizations)","134,948"
"4225","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","20,608","22,116,835","4,948,577",NA,NA,NA,NA,NA,NA,NA,NA,"813990","Other similar organizations (except business, professional, labor, and political organizations)","135,074"
"4226","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","20,943","18,829,901","4,333,244",NA,NA,NA,NA,NA,NA,NA,NA,"813990","Other similar organizations (except business, professional, labor, and political organizations)","134,948"
"4227","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","D","Withheld to avoid disclosing data for individual companies; data are included in higher level totals",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4228","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","","",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4229","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","i","5,000 to 9,999 employees",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4230","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","(r)","Revised",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4231","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","m","100,000 employees or more",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4232","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","k","25,000 to 49,999 employees",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4233","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","(104)","Railroad transportation and U.S. Postal Service are out of scope for the 2012 Economic Census.",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4234","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","","",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4235","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","(105)","Railroad transportation and U.S. Postal Service are out of scope for the 2007 Economic Census.",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4236","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","","",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4237","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","f","500 to 999 employees",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4238","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","g","1,000 to 2,499 employees",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4239","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","h","2,500 to 4,999 employees",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4240","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","j","10,000 to 24,999 employees",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4241","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","l","50,000 to 99,999 employees",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4242","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","S","Withheld because estimate did not meet publication standards",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4243","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","","",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4244","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","","Source: U.S. Census Bureau, 2012 Economic Census.
Note 1: The data in this file are based on the 2012 and 2007 Economic Census. To maintain confidentiality, the Census Bureau suppresses data to protect the identity of any business or individual. The census results in this file contain sampling and nonsampling error. Data users who create their own estimates using data from this file should cite the Census Bureau as the source of the original data only. For the full technical documentation, see Survey Methodology link in headnote above.
Note 2: Railroad transportation and U.S. Postal Service are out of scope for the 2012 Economic Census. Large certificated passenger carriers are included in the 2012 data, not included in the 2007 data, affecting comparability for this industry.",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"4245","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","","",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
