fiscal_year	Customer	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	IsEntityAbove2018constant10ThousandThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
1992	Defense	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	0	291	291	NULL	-48681182.0000
2010	State and IAP	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	9	9	17	146562.7200
2015	HHS	L	Large Vendor	PID	1	0	1	1	1	1	36	36	2753	2414792067.1788
2000	Defense	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	44	44	100	-2491077.2500
2019	Energy	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	53	53	175	20982073.8778
2000	Defense	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	1207	1207	10484	641630984.6909
2008	NASA	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	14	14	50	70457022.7422
2015	Other Agencies	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	188	188	27009	3357238311.4430
1997	Other Agencies	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	6	6	35	2005250.0000
2019	State and IAP	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	92	92	315	143440679.5134
2007	HHS	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	9	10	33	93863.8295
2009	GSA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	172	172	1424	3253296.0837
2012	NASA	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	7	7	17	8272.7400
2004	VA	S	Always Small Vendor	PID	1	1	1	1	1	1	1	1	10	498377.3261
2013	Other Agencies	N	Sometimes Small Vendor	Duns	1	0	0	1	1	1	1	1	1	-520.5700
2012	NASA	M	Medium Vendor	PID	1	0	0	0	1	1	2	2	9	36826.0300
2014	Defense	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	1	1	0	0.0000
2007	HHS	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	16	16	100	454560.3613
2001	Defense	M	Medium Vendor	PID	1	0	1	1	1	1	187	187	5105	5047407866.9395
2016	DHS	L	Large Vendor	PID	1	0	1	1	1	1	51	51	854	544692873.9697
2012	HHS	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	42	44	106	1842754.6998
2017	NASA	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	1	3	3	7	54822.6200
2018	GSA	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	119	119	4223	39611961.0017
2015	Defense	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	111	234	2149	42593997.0806
2009	Energy	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	30	33	93	66588413.3899
2009	GSA	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	266	266	5364	1029818361.2693
2019	Defense	S	Always Small Vendor	PID	1	1	0	1	1	1	1	1	1	-419.8800
2002	GSA	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	286	286	4853	1857705272.4433
2009	State and IAP	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	2	2	0	9209.8300
2018	Other Agencies	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	17	17	0	-665312.6367
2003	HHS	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	1	110446.0000
2007	Other Agencies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	26	1126	112021739.7679
2001	DHS	M	Medium Vendor	PID	1	1	1	1	1	1	3	3	23	12650000.0000
1994	Other Agencies	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	5	5	29	8129714.0000
2018	GSA	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	580	580	5740	851436769.7627
2017	GSA	L	Large Vendor	PID	1	1	1	1	1	1	76	76	14814	3741379173.4044
2020	UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CO	S	Always Small Vendor	PID	1	1	1	1	1	1	1	1	2	256404.9609
2018	NASA	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	40	40	996	666388341.5914
2008	HHS	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	3	3	6	368146.7498
2016	Other Agencies	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	4	4	0	8314.0500
2009	VA	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	1871	1871	14996	2287562150.4376
2011	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	352	352	8643	62918855.7911
2002	Defense	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	25	26	190	780359.0000
2012	GSA	M	Medium Vendor	PID	1	0	1	1	1	1	86	86	7067	345219506.8219
2003	VA	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	784	784	2171	29293358.3902
2013	NASA	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	15	15	19	208033.8300
2009	HHS	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	28	28	164	3503129.3205
2009	State and IAP	B	Big Five	PID	1	1	1	1	1	1	5	5	285	429545661.3633
2012	NASA	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	129	161	785	135869329.8584
2017	DHS	S	Always Small Vendor	PID	1	0	1	1	1	1	34	34	257	139855120.4116
2016	State and IAP	L	Large Vendor	PID	1	1	1	1	1	1	85	85	3175	1904694138.8421
2004	GSA	U	Unlabeled Vendor	Name	NULL	NULL	0	0	1	1	2	1	60	154941.5291
2000	VA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	8	8	25	90000.0000
2016	VA	S	Always Small Vendor	Duns	1	0	0	0	0	0	1	1	1	1080.0000
2010	GSA	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	25	25	220	256329.9604
2010	State and IAP	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	0	12820.0000
2008	GSA	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	4	4	0	44413.4902
2011	Other Agencies	M	Medium Vendor	Duns	1	0	1	1	1	1	2	2	6	1780550.0000
2019	Energy	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	132	132	723	349465897.6917
2006	Other Agencies	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	291	341	37379	57468805.1836
2002	HHS	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	18	18	60	92135.0000
2001	HHS	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	190	190	1703	425593305.6155
2010	Other Agencies	S	Always Small Vendor	PID	1	0	1	1	1	1	65	65	25756	419418439.2746
2016	Energy	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	1	1	1	21600.0000
2002	VA	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	121	121	1677	216862405.6457
2005	VA	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	6	6	155	14393.9599
2011	DHS	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	0	0	1	1	3	-430.0000
2014	GSA	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	17	21	20	318956.5198
2009	VA	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	1	1	0	0.0000
2015	Defense	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	1	1	3	3	51612.5088
2018	GSA	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	263	263	1266	21997567.2332
2012	DHS	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	3	3	24	540505.5793
2000	NASA	S	Always Small Vendor	PID	1	0	0	0	1	1	1	1	3	-8000.0000
2014	HHS	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	1	1	0	-3350.1100
2017	VA	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	211	211	0	20000.0000
2014	NASA	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	20	20	90	66226273.9000
2005	Defense	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	1	1	0	0.0000
2013	State and IAP	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	2	2	1	24000.0000
2002	HHS	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	2	2	19	4457000.0000
2012	GSA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	11	11	124	40557.6800
2003	GSA	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	32	32	359	68086736.9513
2005	NASA	B	Big Five	PID	1	1	1	1	1	1	5	5	1830	2660976492.5192
2011	Defense	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	1353	1353	25452	5562363333.7551
2018	Other Agencies	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	49	49	0	237255.5074
2008	DHS	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	412	646	3117	289771404.6615
2009	NASA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	1	1	0	0.0000
2019	DHS	S	Always Small Vendor	Duns	1	0	0	0	0	0	1	1	3	233.2401
2019	Other Agencies	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	2	2	100	801760.0845
2009	DHS	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	5	5	12	25007.7400
2016	DHS	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	55	55	139	3003144.2322
2002	VA	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	223	223	505	1941455.0801
2014	NASA	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	81	81	140	1549866.5700
1995	Defense	M	Medium Vendor	PID	NULL	NULL	0	0	1	1	1	1	1	27789.0000
2011	State and IAP	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	6	6	0	92845.9800
2013	Energy	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	14	14	22	354827.6400
2011	VA	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	26	26	246	5067588.8115
2011	DHS	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	10	10	0	6179923.3703
2020	Defense	U	Unlabeled Vendor	Name	1	1	0	1	1	1	2	1	3	-236843.0918
2011	NASA	M	Medium Vendor	PID	1	0	0	0	0	0	1	1	1	3259.0000
2005	DHS	M	Medium Vendor	PDuns-2+	1	1	0	0	1	0	1	1	1	4064.1201
2018	State and IAP	M	Medium Vendor	Duns	1	1	0	0	1	1	127	127	331	2656783.9706
2001	HHS	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	28	28	48	3330000.0000
2008	VA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	17	17	0	97159.4297
2006	HHS	M	Medium Vendor	PID	1	0	0	0	1	1	6	6	20	52604.8903
2001	Other Agencies	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	7	7	9	7720.0000
2010	State and IAP	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	4	4	23	102181675.8712
2002	DHS	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	7	8	53	8089159.0977
2005	State and IAP	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	685	685	1626	86638236.9521
2017	State and IAP	M	Medium Vendor	PID	1	1	0	0	1	0	4	4	5	4588.9800
2019	State and IAP	M	Medium Vendor	Duns	NULL	NULL	1	1	1	1	1	1	NULL	0.0000
2007	HHS	L	Large Vendor	PID	1	1	1	1	1	1	79	79	8376	2952805709.4962
2000	Defense	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	65	65	568	48741991.0000
2013	VA	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	2	2	0	0.0000
2018	NASA	L	Large Vendor	PID	1	0	1	1	1	1	23	23	328	384064960.5560
2014	VA	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	206	206	0	0.0000
2006	Energy	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	10	10	15	-10123644.2246
2008	Defense	U	Unlabeled Vendor	Name	1	1	0	0	0	0	2	1	3	0.0000
2003	VA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	124	169	748	46714783.8998
2009	Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	60	82	201	468500.8515
2002	Energy	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	6	6	13	613000.0000
2014	GSA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	2227	2227	0	897634.7700
2011	State and IAP	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	218	218	356	1424725.3702
1988	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	NULL	506000.0000
1996	Defense	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	9	9	30	-1475486.0000
2004	VA	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	2	2	0	0.0000
2020	VA	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	86	86	790	31873093.2700
2001	GSA	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	1	1	0	0.0000
2002	DHS	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	22	22	118	26746411.2700
2016	Other Agencies	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	7	7	25	146278.1098
2002	VA	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	2	2	2	79000.0000
2003	GSA	M	Medium Vendor	PID	1	0	0	1	1	1	35	35	337	4614860.7148
2020	Defense	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	240	240	2113	877572.6609
2003	DHS	S	Always Small Vendor	PID	1	0	0	0	1	1	5	5	12	158178.0000
2005	State and IAP	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	256	256	220	185584.0100
2011	Other Agencies	M	Medium Vendor	PID	1	1	1	1	1	1	44	44	2819	1195660396.0735
2008	DHS	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	1823	1823	3861	28477307.6513
2015	Defense	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	329	367	6128	72621983.8723
2004	Energy	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	0	0.0000
2008	State and IAP	S	Always Small Vendor	Name	1	1	0	0	0	0	2	1	2	1395.5000
2014	State and IAP	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	1	1	1	2891.0000
2013	State and IAP	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	52	52	75	48303.6600
2012	DHS	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	102	120	302	4142620.1445
2000	NASA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	30	36	58	2726360.0000
2020	HHS	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	52	53	89	633880.1308
2019	Energy	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	12	12	33	-555844.2414
2006	Other Agencies	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	7041	7041	18259	13040998.8130
2007	HHS	M	Medium Vendor	PID	1	0	0	0	1	1	3	3	12	106822.5596
2012	GSA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	4	4	49	40232.2000
2008	Other Agencies	S	Always Small Vendor	PID	1	1	1	1	1	1	3	3	21	-30658059.3904
2019	State and IAP	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	64	70	231	43043788.7844
2019	State and IAP	M	Medium Vendor	Duns	NULL	NULL	0	1	1	1	7	7	NULL	0.0000
2018	Defense	M	Medium Vendor	Duns	1	1	0	1	1	1	35	35	61	3507531.7898
2017	GSA	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	14	14	0	1100.0000
2001	Other Agencies	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	641	641	7152	2613009234.5153
2018	GSA	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	28	31	72	424835.3108
2015	State and IAP	S	Always Small Vendor	PID	1	0	0	0	0	0	1	1	2	0.0000
2012	Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	660	1234	12709	246636373.7791
2005	State and IAP	S	Always Small Vendor	Name	1	0	1	1	1	1	1	1	9	550719.1433
2014	Other Agencies	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	14	14	0	47694.3700
2019	Defense	S	Always Small Vendor	PID	1	1	1	1	1	1	11	11	1508	190493593.1806
2004	Defense	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	86	86	455	3836621.3899
2009	HHS	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	27	27	0	2965989.5000
2020	Other Agencies	S	Always Small Vendor	Duns	1	1	1	1	1	1	4	4	11	816910.4873
2006	Other Agencies	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	10	12	25	411529.3197
2011	HHS	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	68	68	151	433491.5194
2013	NASA	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	16	16	22	123259.7900
2000	VA	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	1	1	1	36000.0000
2015	NULL	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	1	1	1	3250.0000
2008	State and IAP	N	Sometimes Small Vendor	Name	1	1	0	0	1	1	1	1	8	62163.0000
2003	VA	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	1	1	1	33690.0000
2009	State and IAP	M	Medium Vendor	PID	1	1	0	0	1	0	4	4	5	28069.6803
2005	Defense	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	966	966	2291	1408524.8201
1990	Defense	S	Always Small Vendor	PID	NULL	NULL	0	0	0	0	1	1	NULL	0.0000
2015	VA	S	Always Small Vendor	Duns	1	0	0	0	1	1	6	6	6	23468.7800
2000	GSA	S	Always Small Vendor	PID	1	1	1	1	1	1	5	5	9	881000.0000
2004	Other Agencies	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	32	33	45	33729.1900
2014	DHS	M	Medium Vendor	PID	1	0	0	1	1	1	12	12	22	74954.2900
2008	Other Agencies	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	8082	8082	16183	49334415.1289
2017	GSA	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	2	2	0	0.0000
2009	Energy	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	6	6	9	517041.0996
2017	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	60	60	0	0.0000
2012	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	357	357	4545	70360294.2286
2009	DHS	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	284	284	549	3099911.2050
2003	Energy	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	1	1	1	3000.0000
2016	DHS	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	1811	1811	5116	113255275.9943
2001	Other Agencies	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	76	161	1936	353515042.4829
2017	VA	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	7	7	112	1230645.9675
2000	Energy	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	35	35	61	3265000.0000
2010	VA	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	400	400	15671	475528629.9487
2003	NASA	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	8	8	17	37089621.0000
2013	DHS	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	283	283	877	4382561.1600
2008	State and IAP	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	14	14	51	1002556.0083
2000	Defense	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	1	1	0	0.0000
2015	Defense	N	Sometimes Small Vendor	Duns	1	0	0	0	1	0	1	1	64	41817.4502
2000	Other Agencies	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	4	4	1	2455.0000
2009	VA	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	3	3	0	0.0000
2004	Other Agencies	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	7125	7125	16782	138967520.4893
2012	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	113	113	14	1265727.7813
2017	Defense	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	161	169	1566	1769107.0324
2016	Defense	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	3	3	0	0.0000
1988	Defense	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	2	2	NULL	265000.0000
2006	State and IAP	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	15	15	187	20039286.7762
2004	HHS	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	22	22	13	27340159.6769
2017	GSA	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	1	1	0	0.0000
2013	GSA	S	Always Small Vendor	PID	1	1	1	1	1	1	3	3	0	0.0000
2018	VA	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	14	15	0	0.0000
2013	NASA	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	19	19	0	46371379.3032
2011	Defense	M	Medium Vendor	PID	1	0	0	1	1	1	57	57	532	8280926.7902
2010	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	10	10	0	0.0000
2014	Energy	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	2	2	3	14376.2100
2000	VA	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	4	4	0	0.0000
2015	GSA	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	1	1	3	22762.4400
2005	DHS	M	Medium Vendor	PID	1	0	0	0	1	1	3	3	12	91845.5586
2010	VA	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	204	204	0	3160886.4345
2008	VA	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	107	119	1221	1286762.2088
2007	VA	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	3	3	13	23490.1600
2011	VA	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	6	6	78	6705552.6077
1994	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	2412	2412	14034	6021007849.0000
2005	GSA	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	56	73	1762	5202123.0579
2019	Other Agencies	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	5	5	NULL	0.0000
2005	NASA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	2	2	1	8229.5996
2012	GSA	M	Medium Vendor	PID	1	0	0	1	1	1	10	10	18	1645142.2301
2020	GSA	S	Always Small Vendor	Duns	1	0	0	0	0	0	1	1	1	3524.0000
2004	Defense	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	2442	2442	15025	643805600.2410
2001	GSA	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	8	8	0	0.0000
2015	GSA	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	34	34	45	183863.1199
2008	VA	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	0	1	1	1	3344.0000
2011	State and IAP	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	24	24	35	1742776.8525
2007	HHS	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	9	9	14	46800.9300
2015	VA	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	11	11	0	0.0000
2000	Other Agencies	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	1	1	0	0.0000
2007	NASA	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	14	14	54	60234980.9950
2007	Other Agencies	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	1	1	0	0.0000
2017	NASA	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	153	194	1323	411515189.8221
2018	State and IAP	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	209	209	425	3750426.7038
2001	NASA	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	12	12	13	-522000.0000
2013	Defense	M	Medium Vendor	PID	1	1	0	0	1	1	3	3	5	13676.9400
2008	NASA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	21	21	40	368148.3572
2010	GSA	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	5	5	48	17799.3100
2002	NASA	J	Large: Big 5 JV	PID	1	0	0	0	0	0	1	1	1	-526000.0000
2008	HHS	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	35	35	50	544032.5299
2011	DHS	M	Medium Vendor	PID	1	0	0	0	1	1	4	4	18	174303.7205
2002	Other Agencies	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	667	667	6216	2296689719.5657
2011	HHS	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	49	73	375	5603174.0039
2000	GSA	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	241	241	4712	1068663627.4552
2004	HHS	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	4	4	0	0.0000
2009	GSA	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	26	26	754	611366.7811
2001	GSA	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	159	159	383	9559840.0000
2001	HHS	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	37	37	0	0.0000
2012	NASA	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	12	12	28	178059.7700
1993	Defense	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	873	1159	26	166466740.0000
2013	DHS	S	Always Small Vendor	PID	1	0	0	0	1	0	1	1	1	-8253.4700
2009	Defense	M	Medium Vendor	PID	1	1	0	0	1	1	6	6	70	93063.1542
2018	DHS	M	Medium Vendor	Duns	1	0	0	0	1	0	2	2	2	13580.0000
2009	HHS	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	19	19	133	1058689.0194
2000	GSA	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	33	33	61	-9473037.7100
2012	State and IAP	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	342	342	823	9225882.5767
2011	GSA	S	Always Small Vendor	PID	1	1	1	1	1	1	8	8	575	8812539.7421
2009	Other Agencies	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	60	60	825	219269.0997
2002	NASA	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	4	4	4	205000.0000
2010	Other Agencies	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	3	3	0	477664.7100
2010	HHS	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	234	234	334	-267085.1815
2005	DHS	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	10	10	23	38959.9998
2014	State and IAP	M	Medium Vendor	Duns	1	0	0	0	0	0	1	1	2	0.0000
2003	Defense	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	25	25	49	-297472.0000
1998	Defense	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	764	944	1846	136014135.0000
2004	Other Agencies	S	Always Small Vendor	PID	1	0	0	0	1	0	9	9	26	22344.1402
2002	Other Agencies	S	Always Small Vendor	PID	1	0	0	0	1	0	2	2	2	10000.0000
2018	DHS	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	24	24	39	154079.0787
2005	Other Agencies	S	Always Small Vendor	Name	1	0	0	0	1	1	11	1	18	170048.3791
2012	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	158	158	944	506833.0499
2011	DHS	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	33	34	57	229360.7473
